name,latitude,longitude
"11 Mărgelelor",44.441397023426,26.017131544625
"11 Pantelimon ",44.43989588642,26.178545035088
"11/4",44.422037605437,26.014963508887
"12 C5/2",44.412252237946,26.175364827674
"12 Foișor",44.417799604922,26.121324108352
"12 Giurgiu",44.3904048,26.0918888
"12 Gostat",44.452639,26.098333
"12 Liniei",44.430771176455,26.021219441191
"12 Maratonului",44.438169262693,26.012156178621
"12-1 Mai",44.454305,26.079518
"12/4",44.425079838226,26.016326119452
"126-1 Mai",44.464872,26.069466
"12Tomis",44.415008656658,26.14187566521
"13 C5/2",44.412416425889,26.172854420616
"13 Foișor",44.42005700227,26.123356994652
"13 Lacul Tei ",44.4618986,26.1182756
"13 Liniei",44.43204,26.03209
"13 Pantelimon ",44.4423038,26.1615087
"13 Tomis",44.4147779026,26.14434861549
"13-1 Mai",44.470083,26.054154
"13/4",44.424621801435,26.019151129798
"14 C5/2",44.414625074846,26.165138400148
"14 Foișor",44.421044311597,26.123675134747
"14 Pantelimon ",44.442673632762,26.176152566373
"14 Păcii",44.433220051511,26.005008634444
"14 Tomis",44.411741713222,26.142864060871
"140 – 1 Mai",44.466321,26.065796
"146 Grivita",44.448366,26.074409
"148 Grivita",44.448787,26.073705
"15 ABC",44.4398103,26.1816397
"15 Apusului",44.44021,26.01624
"15 C5/2",44.414496649141,26.168737515476
"15 Foișor",44.415878471304,26.125222582959
"15 Păcii",44.433155153597,25.997762590785
"15 Răcari",44.414149569828,26.139050487211
"150 Grivita",44.449723,26.071521
"156 Grivita",44.449731,26.071612
"16 C5/2 ",44.413559535412,26.18399300413
"16 Foișor",44.421960932282,26.12508802834
"16 Răcari",44.413274470197,26.136792235983
"16 Vergului ",44.438149411793,26.172563884829
"17 C5/2",44.421162624555,26.17370415348
"17 Dolhasca",44.394042,26.117482
"17 Pantelimon ",44.4442947,26.1486281
"17 Răcari",44.414470607495,26.137660175601
"17-18 Petricani",44.4644793,26.127704
"17-19 Bucurestii Noi",44.478933,26.043492
"18 C5/2",44.414433834924,26.171497948518
"18 KLM",44.411125500011,26.140755567054
"18 Pantelimon ",44.444625814743,26.144263828341
"19 Dolhasca",44.3922097,26.116995
"19 Foișor",44.414937449896,26.125177025844
"19 Pantelimon ",44.443873145797,26.141506530189
"1CORNISA",44.431364890841,26.170994379364
"1Catelu",44.431554,26.145673
"1L. Patrascanu",44.435290160568,26.168910455302
"1Muncii",44.433784127972,26.157694326963
"1Placare-T",44.408871946674,26.174141581033
"1X",44.428259164275,26.145387805608
"1XA",44.42819712767,26.147306463333
"2 A Metalurgiei",44.3883856,26.1170617
"2 Alexandria",44.403177937942,26.055751309863
"2 Aviatiei",44.480132787097,26.098884270277
"2 Baia de Arama",44.435041440153,26.164063528901
"2 Banu Manta",44.454132576451,26.076361108355
"2 Berceni Oltenita",44.389081067625,26.130102166329
"2 Bucurestii Noi",44.485253685485,26.037961082459
"2 C5/1 ",44.423883141331,26.168492290267
"2 Cheile Zanoagei ",44.460380612534,26.124608065815
"2 Colentina",44.4521405,26.1255967
"2 Colentina 2",44.462756,26.135144
"2 Colentina 3",44.466636859339,26.139962385144
"2 Colentina Socului ",44.453086246008,26.147966500234
"2 Cornul Caprei",44.423398013129,26.129300577458
"2 Crivina",44.453487612242,26.040573269281
"2 Călăraşi ",44.430669191467,26.130745005608
"2 Drumul Sarii",44.42270918352,26.062222656868
"2 Ferentari",44.412463447087,26.075045077416
"2 Fundeni ",44.462891,26.142306
"2 Giurgiu",44.39508619812,26.096327333861
"2 Iancului ",44.442193,26.139021
"2 Lanariei",44.414994429015,26.111062720949
"2 Mosilor ",44.448063221244,26.124641248663
"2 Mărășești",44.420289903111,26.116844472496
"2 Nicolae Pascu",44.409458837818,26.147745319745
"2 Nitu Vasile",44.38868,26.111858
"2 Oltenita Nord",44.390241643096,26.133600264974
"2 Oltenita Placare",44.398713669306,26.106476984162
"2 Oltenitei",44.396924554192,26.116447516576
"2 P-ta Victoriei",44.451489269822,26.082532012598
"2 Panduri ",44.425583,26.066935
"2 Papiu Ilarian ",44.419880634197,26.142653568822
"2 Petre Ispirescu",44.416784243165,26.066134922797
"2 Placare-T",44.405837749762,26.174757171313
"2 Politehnicii",44.435890415618,26.042932802699
"2 Prefabricate ",44.468654,26.05276
"2 Rahova",44.409809133109,26.067767241792
"2 Roșu",44.439517085409,26.003813932712
"2 Serban Voda",44.407206059668,26.09422245347
"2 Stefan cel Mare ",44.452473887142,26.102797744243
"2 Stoian Militaru",44.3994455,26.1013311
"2 Sălaj",44.406429200569,26.07423868657
"2 Teiul Doamnei ",44.461141708789,26.125906099465
"2 Tineretului",44.412216611444,26.110353373161
"2 Titulescu",44.450809,26.071028
"2 Tomis ",44.415582511383,26.149921086738
"2 Turda",44.458148725265,26.069306735287
"2 Unităţii ",44.423022157269,26.136336299463
"2 Uverturii",44.435078654427,26.039216416695
"2 Vacaresti",44.402289503388,26.120006484811
"2 Veteranilor",44.436340959676,26.030493178573
"2 Vifornita",44.385130342076,26.100341665398
"2 Virtuții",44.439116515733,26.031849327137
"2 Vitan",44.413759804623,26.13449706238
"2 Voiniceni ",44.437179303158,26.158070439322
"2 Zona I",44.383072049719,26.120605545611
"2 Zona II",44.37759796488,26.116932089062
"2 Zona V",44.384658526292,26.104838484162
"2 din 13 Septembrie",44.423782682013,26.076210362054
"2 Îndesirii ",44.43496057023,26.015090540469
"2 Șulea",44.416985410842,26.151153301352
"2-1 Mai",44.461927683738,26.071466776364
"2/10",44.418239286309,26.043530378481
"2/2",44.424630315239,26.042418514384
"2/6",44.414833068848,26.02181
"2/7",44.418199484006,26.02238357016
"2/7'",44.416145324707,26.03119
"2/8",44.422636178552,26.04442817093
"20 Pantelimon ",44.445179,26.139575
"201 Mihai Bravu ",44.433067298938,26.13699093943
"202 Mihai Bravu ",44.435393614885,26.136074665796
"21 C5/2",44.417138835453,26.184205406883
"21 Foișor",44.420805164492,26.119679692198
"21 Pantelimon ",44.444396965841,26.137619798786
"22 Pantelimon ",44.444295112246,26.135933408101
"23 Baicului ",44.44574835098,26.144183842109
"23 C5/2",44.422471034674,26.178008578144
"24 C5/2",44.410460896109,26.180190150428
"24 Delfinului ",44.444122161601,26.162282683397
"24A",44.425405898109,26.147888822752
"29 Stefan cel Mare ",44.4526916,26.1183962
"2Catelu",44.427161203459,26.150486465649
"2Stejarului",44.428173174742,26.143249443414
"2’-1 Mai ",44.470393,26.055587
"3 Aviatiei",44.483988987903,26.100412519401
"3 Berceni Oltenița",44.388391022016,26.131241189752
"3 Bis Zona I",44.381149305739,26.125366778702
"3 C5/1",44.417417626836,26.170082315207
"3 Cheile Zanoagei ",44.461582573308,26.122357997099
"3 Colentina",44.455070515839,26.126928389148
"3 Colentina Socului ",44.4522064,26.1480302
"3 Crivina",44.455289994279,26.044981731707
"3 Călăraşi",44.432951436049,26.126944371314
"3 Dinicu Golescu",44.445855,26.073419
"3 Dreptății",44.4371,26.02776
"3 Drumul Sării",44.420991229538,26.062554241834
"3 Ferentari",44.412249424584,26.07737359091
"3 Fundeni",44.465167211704,26.147026165983
"3 Iancului",44.4419354,26.1360142
"3 Labirint",44.4310235807,26.12427751447
"3 Mosilor",44.44339141713,26.11731680423
"3 Mărăşeşti",44.421413449341,26.115808161431
"3 Nitu Vasile",44.39085,26.11257
"3 Oltenita Placare",44.400524,26.110186
"3 P-Ţa Victoriei ",44.451267,26.085642
"3 Papiu Ilarian ",44.4219468,26.1419627
"3 Petre Ispirescu",44.415103547395,26.065666162075
"3 Petricani ",44.4628221,26.1306196
"3 Placare-T",44.4081905985,26.17771609698
"3 Rahova",44.407012592846,26.063941035003
"3 Sebastian",44.419285,26.06804
"3 Socului ",44.439809,26.156146
"3 Stefan cel Mare ",44.452411949595,26.110112645531
"3 Sălaj",44.403277768506,26.074804817897
"3 Theodor Speranţia ",44.430716,26.135197
"3 Tineretului",44.41071864561,26.1136777289
"3 Titulescu",44.45218,26.075444
"3 Tomis",44.414735,26.15149
"3 Turda",44.456810504696,26.062585322781
"3 Unităţii ",44.424308266726,26.136026253564
"3 Uverturii",44.4347554,26.0360035
"3 Vaselor ",44.446328142942,26.128912256533
"3 Virtuții",44.436352149169,26.030516679265
"3 Zona I",44.381149305739,26.125366778702
"3 Zona II",44.380826993008,26.111366449804
"3 Zona V",44.384573375339,26.107981119744
"3 din 13 Septembrie",44.424305273891,26.081255079824
"3 Șulea",44.417929943171,26.15358188979
"3-11 Duca",44.44814,26.076057
"3/10",44.416947282838,26.044735876456
"3/2",44.42399611775,26.039559592789
"3/6",44.413673400879,26.0202
"3/7",44.4188427,26.02692112
"3/7'",44.413681030273,26.027856
"3/8",44.420101028481,26.046797945084
"30 Stefan cel Mare ",44.4517649,26.1215781
"33 Muncii",44.4320571,26.1445292
"3Catelu",44.426510990976,26.1466642732
"3X",44.43337195163,26.159412894087
"4 Aviatiei",44.483273237609,26.096636334391
"4 Berceni Oltenita",44.38692,26.13325
