incident_id,estimated_restore,first_seen_ts,last_seen_ts
9181972408ad,2023-12-01T23:30,2023-12-01T00:00:01,2023-12-01T11:00:01
06d7c015044a,2023-12-01T14:00,2023-12-01T06:00:01,2023-12-01T13:00:01
06d7c015044a,2023-12-01T20:00,2023-12-01T14:00:01,2023-12-01T19:00:01
72e7a6d75413,2023-12-01T14:00,2023-12-01T06:00:01,2023-12-01T13:00:01
72e7a6d75413,2023-12-01T20:00,2023-12-01T14:00:01,2023-12-01T19:00:01
4f53b4c99ded,2023-12-01T10:00,2023-12-01T07:00:01,2023-12-01T07:00:01
0e124622927b,2023-12-01T16:30,2023-12-01T09:00:01,2023-12-01T15:00:01
433ed2404abb,2023-12-01T23:30,2023-12-01T09:00:01,2023-12-01T09:00:01
f40e0e909c6d,2023-12-01T23:30,2023-12-01T09:00:01,2023-12-01T09:00:01
f445fd4ff010,2023-12-01T23:30,2023-12-01T11:00:01,2023-12-01T11:00:01
e45c8f289376,2023-12-01T23:30,2023-12-01T11:00:01,2023-12-01T11:00:01
a7594143c46a,2023-12-01T23:30,2023-12-01T11:00:01,2023-12-01T11:00:01
3bf2d716df03,2023-12-15T23:30,2023-12-01T11:00:01,2023-12-03T00:00:01
8f5609e88e9a,2023-12-15T23:30,2023-12-01T11:00:01,2023-12-01T17:00:01
5f6e06974d47,2023-12-15T23:30,2023-12-01T11:00:01,2023-12-02T00:00:01
eb03bad3b409,2023-12-15T23:30,2023-12-01T11:00:01,2023-12-04T15:00:01
1ad4b6c7d1b7,2023-12-15T23:30,2023-12-01T11:00:01,2023-12-04T09:00:01
745cf8520000,2023-12-01T23:30,2023-12-01T13:00:01,2023-12-01T17:00:01
b5d50df88014,2023-12-01T23:30,2023-12-01T13:00:01,2023-12-01T17:00:01
ddb989cc2ba0,2023-12-01T23:30,2023-12-01T13:00:01,2023-12-01T17:00:01
83fb3389277e,2023-12-01T18:00,2023-12-01T14:00:01,2023-12-01T14:00:01
7233a0dff805,2023-12-04T08:00,2023-12-01T20:00:01,2023-12-01T20:00:01
54173e77394c,2023-12-04T08:00,2023-12-01T20:00:01,2023-12-02T17:00:01
68cedb05681b,2023-12-02T18:00,2023-12-02T11:00:01,2023-12-02T17:00:01
68cedb05681b,2023-12-03T16:30,2023-12-02T18:00:01,2023-12-03T15:00:01
68cedb05681b,2023-12-04T16:30,2023-12-03T17:00:01,2023-12-04T16:00:02
68cedb05681b,2023-12-04T18:00,2023-12-04T17:00:01,2023-12-04T18:00:01
1cbcd57b713e,2023-12-02T23:30,2023-12-02T17:00:01,2023-12-02T23:00:01
