incident_id,estimated_restore,first_seen_ts,last_seen_ts
c51b1425a509,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
c51b1425a509,2021-12-20T08:00,2021-12-20T02:00:02,2021-12-20T06:00:01
c51b1425a509,2021-12-20T14:00,2021-12-20T10:00:01,2021-12-20T10:00:01
69751fd1c3f0,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
69751fd1c3f0,2021-12-20T08:00,2021-12-20T02:00:02,2021-12-20T06:00:01
69751fd1c3f0,2021-12-20T14:00,2021-12-20T10:00:01,2021-12-20T14:00:01
69751fd1c3f0,2021-12-20T20:00,2021-12-20T18:00:01,2021-12-20T18:00:01
cc993288da0f,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
cc993288da0f,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
cc993288da0f,2021-12-20T23:30,2021-12-20T10:00:01,2021-12-20T18:00:01
261d7fc7082f,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
261d7fc7082f,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T02:00:02
5d2fac830b38,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
5d2fac830b38,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
85e2e60b33f6,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
85e2e60b33f6,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T02:00:02
ca61bf6b4040,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
ca61bf6b4040,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
8236b737b2d3,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
7d4738738da3,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
7d4738738da3,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
38ed3dc7fa80,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
38ed3dc7fa80,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
38ed3dc7fa80,2021-12-20T23:30,2021-12-20T10:00:01,2021-12-20T10:00:01
1475e2df62d0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
1475e2df62d0,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T02:00:02
a4e78385d748,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
f48e087db1f0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
f48e087db1f0,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
5f4b4f442ffc,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
5f4b4f442ffc,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T10:00:01
8599cfff3433,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
8599cfff3433,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T02:00:02
ac252c94fca4,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-19T21:17:32
ac252c94fca4,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
01e54d40c4e7,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
01e54d40c4e7,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
b08cd3ca8c63,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
b08cd3ca8c63,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
f1163d780f26,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
f1163d780f26,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
f1163d780f26,2021-12-20T23:00,2021-12-20T10:00:01,2021-12-20T22:00:01
f1163d780f26,2021-12-21T10:00,2021-12-21T02:00:01,2021-12-21T10:00:01
f1163d780f26,2021-12-21T19:00,2021-12-21T14:00:02,2021-12-21T18:00:01
f1163d780f26,2021-12-21T23:00,2021-12-21T22:00:01,2021-12-21T22:00:01
f1163d780f26,2021-12-22T10:00,2021-12-22T02:00:01,2021-12-22T06:00:01
f1163d780f26,2021-12-22T23:00,2021-12-22T10:00:01,2021-12-22T14:00:01
e9555212e93a,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
e9555212e93a,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
e9555212e93a,2021-12-20T23:00,2021-12-20T10:00:01,2021-12-20T22:00:01
e9555212e93a,2021-12-21T10:00,2021-12-21T02:00:01,2021-12-21T10:00:01
e9555212e93a,2021-12-21T19:00,2021-12-21T14:00:02,2021-12-21T18:00:01
3eed3f91a161,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
3eed3f91a161,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
3eed3f91a161,2021-12-20T23:00,2021-12-20T10:00:01,2021-12-20T22:00:01
3eed3f91a161,2021-12-21T10:00,2021-12-21T02:00:01,2021-12-21T10:00:01
3eed3f91a161,2021-12-21T19:00,2021-12-21T14:00:02,2021-12-21T18:00:01
1fedf3f34733,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-19T21:17:32
1fedf3f34733,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01
1fedf3f34733,2021-12-20T23:00,2021-12-20T10:00:01,2021-12-20T22:00:01
1fedf3f34733,2021-12-21T10:00,2021-12-21T02:00:01,2021-12-21T10:00:01
1fedf3f34733,2021-12-21T19:00,2021-12-21T14:00:02,2021-12-21T18:00:01
1fedf3f34733,2021-12-21T23:00,2021-12-21T22:00:01,2021-12-21T22:00:01
1fedf3f34733,2021-12-22T10:00,2021-12-22T02:00:01,2021-12-22T06:00:01
1fedf3f34733,2021-12-22T23:00,2021-12-22T10:00:01,2021-12-22T18:00:01
1fedf3f34733,2021-12-23T10:00,2021-12-22T22:00:01,2021-12-23T06:00:01
