incident_id,estimated_restore,first_seen_ts,last_seen_ts
ea6e78b2364b,2022-02-01T08:00,2022-02-01T00:00:01,2022-02-01T08:00:01
6970e5f9365a,2022-02-01T08:00,2022-02-01T00:00:01,2022-02-01T08:00:01
e78a3e54e457,2022-02-01T08:00,2022-02-01T00:00:01,2022-02-01T08:00:01
e78a3e54e457,2022-02-01T12:00,2022-02-01T09:00:01,2022-02-01T09:00:01
d0e1a4f95335,2022-02-01T08:00,2022-02-01T00:00:01,2022-02-01T08:00:01
199f1001bacd,2022-02-01T08:00,2022-02-01T00:00:01,2022-02-01T08:00:01
e50b4ce5fe5b,2022-02-01T10:00,2022-02-01T00:00:01,2022-02-01T01:00:01
b15c88353937,2022-02-01T10:00,2022-02-01T00:00:01,2022-02-01T01:00:01
31ed6f02356e,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-01T09:00:01
31ed6f02356e,2022-02-01T23:30,2022-02-01T10:00:02,2022-02-01T22:00:01
31ed6f02356e,2022-02-02T05:00,2022-02-02T00:00:01,2022-02-02T02:00:01
72856809e94f,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-01T11:00:01
4fa5732a9018,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-01T11:00:01
1a2cfcf64328,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-01T11:00:01
75a262195c3e,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-01T11:00:01
a970e352223d,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01
b19b3ce80875,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01
72a4dbd02dea,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T18:00:01
ffb025e10546,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01
3db669a1b22f,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01
5195da43fc6d,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T18:00:01
71b8d31af9de,2022-02-01T12:00,2022-02-01T09:00:01,2022-02-01T11:00:01
1f99b0ee7ffd,2022-02-01T23:00,2022-02-01T09:00:01,2022-02-01T22:00:01
1f99b0ee7ffd,2022-02-02T01:00,2022-02-02T00:00:01,2022-02-02T01:00:01
9ce06ef0c7d0,2022-02-01T23:00,2022-02-01T09:00:01,2022-02-01T22:00:01
9ce06ef0c7d0,2022-02-02T01:00,2022-02-02T00:00:01,2022-02-02T01:00:01
ce7a1e6d3cad,2022-02-01T15:00,2022-02-01T09:00:01,2022-02-01T14:00:01
87bc66a3813b,2022-02-01T15:00,2022-02-01T09:00:01,2022-02-01T12:00:01
21e921a5d08f,2022-02-01T17:30,2022-02-01T09:00:01,2022-02-01T16:00:01
7892f9db1d0b,2022-02-01T17:30,2022-02-01T09:00:01,2022-02-01T16:00:01
6246820d1ca0,2022-02-01T15:30,2022-02-01T10:00:02,2022-02-01T15:00:01
6246820d1ca0,2022-02-01T23:30,2022-02-01T16:00:01,2022-02-01T22:00:01
c1111aa363eb,2022-02-01T00:00,2022-02-01T10:00:02,2022-02-01T10:00:02
c1111aa363eb,2022-02-02T00:00,2022-02-01T11:00:01,2022-02-01T19:00:01
c1111aa363eb,2022-02-01T23:30,2022-02-01T20:00:01,2022-02-01T21:00:01
bb82b46bbd44,2022-02-01T00:00,2022-02-01T10:00:02,2022-02-01T10:00:02
bb82b46bbd44,2022-02-02T00:00,2022-02-01T11:00:01,2022-02-01T19:00:01
bb82b46bbd44,2022-02-01T23:30,2022-02-01T20:00:01,2022-02-01T21:00:01
8967b77b88e0,2022-02-01T16:00,2022-02-01T10:00:02,2022-02-01T15:00:01
8967b77b88e0,2022-02-01T18:00,2022-02-01T16:00:01,2022-02-01T18:00:01
