incident_id,estimated_restore,first_seen_ts,last_seen_ts
ce5fdc563d3d,2023-04-01T06:00,2023-04-01T02:00:01,2023-04-01T02:00:01
3378a48ae39b,2023-04-01T06:00,2023-04-01T02:00:01,2023-04-01T02:00:01
cd0ee1a96736,2023-04-01T09:00,2023-04-01T07:00:01,2023-04-01T09:00:01
cd0ee1a96736,2023-04-01T12:00,2023-04-01T10:00:01,2023-04-01T11:00:02
cd0ee1a96736,2023-04-01T15:00,2023-04-01T12:00:01,2023-04-01T17:00:01
cd0ee1a96736,2023-04-01T20:00,2023-04-01T18:00:01,2023-04-01T20:00:01
4a0454a256a0,2023-04-01T09:00,2023-04-01T07:00:01,2023-04-01T09:00:01
4a0454a256a0,2023-04-01T12:00,2023-04-01T10:00:01,2023-04-01T11:00:02
4a0454a256a0,2023-04-01T15:00,2023-04-01T12:00:01,2023-04-01T17:00:01
8c1ff1ae0a7e,2023-04-01T10:00,2023-04-01T07:00:01,2023-04-01T10:00:01
a7973d603d3d,2023-04-01T14:00,2023-04-01T11:00:02,2023-04-01T11:00:02
a2dfb84f24a9,2023-04-01T14:00,2023-04-01T12:00:01,2023-04-01T13:00:01
a2dfb84f24a9,2023-04-01T18:00,2023-04-01T15:00:01,2023-04-01T18:00:01
a2dfb84f24a9,2023-04-01T20:00,2023-04-01T19:00:01,2023-04-01T21:00:01
a2dfb84f24a9,2023-04-01T23:00,2023-04-01T22:00:02,2023-04-01T22:00:02
32e1fa294307,2023-04-01T23:30,2023-04-01T13:00:01,2023-04-01T15:00:01
a6eb8e53eea2,2023-04-01T23:30,2023-04-01T13:00:01,2023-04-01T15:00:01
4b4499b8624f,2023-04-01T23:30,2023-04-01T17:00:01,2023-04-01T19:00:01
53e23ac068a9,2023-04-01T23:30,2023-04-01T17:00:01,2023-04-01T19:00:01
e9350bd0baca,2023-04-01T23:30,2023-04-01T17:00:01,2023-04-01T19:00:01
9e60681ef49d,2023-04-01T23:30,2023-04-01T19:00:01,2023-04-01T22:00:02
9e60681ef49d,2023-04-02T10:00,2023-04-02T00:00:01,2023-04-02T10:00:01
9e60681ef49d,2023-04-02T20:00,2023-04-02T11:00:01,2023-04-02T20:00:01
