incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
6c369b8cca49,3,3 Theodor Speranţia,Oprire ACC,2024-09-01T01:00:02,2024-09-02T21:00:01,2024-09-03T00:00:01,30
0b15ca932741,1,I Grivita,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,3
5e98a881a28c,1,2 Prefabricate,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,3
93455ccccd05,2,D5 Mihai Bravu,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T12:00:02,2024-09-02T13:00:01,19
b052eb29f296,2,24 Delfinului,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T10:00:01,2024-09-02T11:00:01,17
45f6cec378e2,2,21 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,14
035a9caf7066,2,D18 Mihai Bravu,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T10:00:01,2024-09-02T11:00:01,17
ab403439b3bd,2,18 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T12:00:02,2024-09-02T13:00:01,19
e1f157b93702,2,20 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T12:00:02,2024-09-02T13:00:01,19
c2e6a778b6d3,2,Vila 71A,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,3
f7f50c657694,2,17 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T14:00:01,2024-09-02T15:00:01,21
17aee508ee2c,2,19 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T12:00:02,2024-09-02T13:00:01,19
006d1d6d2eb2,2,C1 Vatra Luminoasa,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T10:00:01,2024-09-02T11:00:01,17
82f8c22c433e,2,4 Pantelimon,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T16:00:01,2024-09-01T18:00:01,7
dcdcbcdd4bb0,2,23 Baicului,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,15
6aca35943997,2,Ilarie Chendi,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T11:00:01,2024-09-02T12:00:02,18
383132d2b480,2,D11 Mihai Bravu,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T14:00:01,2024-09-02T15:00:01,21
34f2e7d8be0d,4,4 Oltenita Placare,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,5
0c35275aaab2,4,1 Serban Voda,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,15
69f5ab774463,4,9 Brâncoveanu,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,12
50c235877f13,4,Norilor,Deficienta ACC,2024-09-01T09:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,15
27522746f68e,6,1/1,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
c66ff016d31c,6,3/2,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
384b999f8e69,6,2/8,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,5
7cfedf153bab,6,8/5,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
7ee7cd8b87d2,6,NEFAMILISTI,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,3
6ddba6070d8c,6,7/2,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
ff5c911f3ff0,6,4/8,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,5
5ab21b4e2e71,6,1/8,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,5
39453ca45d78,6,2/2,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
a56048e545d9,6,6/2,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,3
4a33f35fccbc,6,MFA,Deficienta ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,6
fea3433b61c9,2,H1 Victor Manu,Deficienta ACC,2024-09-01T11:00:01,2024-09-01T16:00:01,2024-09-01T18:00:01,5
828204aa3bca,2,22 Pantelimon,Deficienta ACC,2024-09-01T11:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,12
0054f2d2b26e,2,E2 Vatra Luminoasa,Deficienta ACC,2024-09-01T11:00:01,2024-09-02T11:00:01,2024-09-02T12:00:02,16
ecb52f534ff3,2,202 Mihai Bravu,Deficienta ACC,2024-09-01T11:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,12
d6b8c35f86b6,2,1 Iancului,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,11
3f087cafa7e2,2,5 Pantelimon,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,11
f517c1454067,2,2 Iancului,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,11
b8d4699c7a5a,2,2 Mosilor,Deficienta ACC,2024-09-01T12:00:01,2024-09-01T12:00:01,2024-09-01T13:00:01,1
7d6b78947ce3,3,F6,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,12
b0753d7115c3,3,4 Theodor Speranţia,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,12
c414f4297a60,4,19 Dolhasca,Deficienta ACC,2024-09-01T12:00:01,2024-09-01T23:00:01,2024-09-02T00:00:01,10
8d8b3bf85aeb,4,6 Brancoveanu,Deficienta ACC,2024-09-01T12:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,9
2418cb96d947,4,Pieptanari,Deficienta ACC,2024-09-01T12:00:01,2024-09-02T07:00:01,2024-09-02T09:00:01,12
618be1b010a9,4,3 Nitu Vasile,Deficienta ACC,2024-09-01T12:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,2
6bae3b5b6a14,2,A2 Basarabia,Deficienta ACC,2024-09-01T13:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,2
f24be22c90c9,2,5 Iancului,Deficienta ACC,2024-09-01T13:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,10
4400a3cc585e,2,4 Iancului,Deficienta ACC,2024-09-01T13:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,10
0606390fddcc,2,3 Iancului,Deficienta ACC,2024-09-01T13:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,10
