incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
2778979a4757,6,1 Uverturii,Deficienta ACC/INC,2022-11-01T00:00:01,2022-11-03T22:00:01,2022-11-03T23:00:01,56
35f7fd25a4bb,1,4 Aviatiei,Deficienta ACC,2022-11-01T07:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,3
9d1664aed3ae,2,5 Lacul Tei,Deficienta ACC,2022-11-01T08:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,6
f3acb9d8b2a3,2,Ramuri Tei,Deficienta ACC,2022-11-01T08:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,6
c397955ae810,6,2/7',Oprire ACC/INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,12
fe9ed79e932d,6,SERE ALPAB Ghencea,Oprire ACC/INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,12
1d9ebf123a79,6,3/7',Oprire ACC/INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,12
65570e4d17a1,1,MODUL TERMIC 4 Prefabricate Scara E,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
7338a6cf1651,1,J Grivita,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
ea3a5009ba82,1,MODUL TERMIC 7 Prefabricate,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
84bc77fa1d83,1,MODUL TERMIC 6 Prefabricate Scara B,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
365a595c91d3,1,MODUL TERMIC 5 Prefabricate,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
6c4fe32f423f,1,I Grivita,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
c32f966dcd96,1,2 Prefabricate,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
47445cfaa70a,1,A Grant,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
04615e6b0071,1,MODUL TERMIC 4 Prefabricate Scara B,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
fbf52cf6c644,1,MODUL TERMIC 6 Prefabricate Scara E,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
7dd3364d0622,1,6 ACM,Oprire ACC,2022-11-01T09:00:01,2022-11-01T09:00:01,2022-11-01T10:00:01,1
8e8db59252de,3,3 Tomis,Oprire ACC,2022-11-01T09:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,11
103bec015250,6,Loc ICPB - Partial,Oprire ACC,2022-11-01T09:00:01,2022-11-01T14:00:01,2022-11-01T15:00:01,6
ad66f3e7d1ed,6,2 Crivina - Partial,Oprire ACC,2022-11-01T09:00:01,2022-11-01T14:00:01,2022-11-01T15:00:01,6
a3a5092c5fbf,6,J Giulești,Oprire ACC,2022-11-01T09:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,5
9ffbff8b1135,6,4/10,Deficienta ACC,2022-11-01T09:00:01,2022-11-02T00:00:01,2022-11-02T01:00:01,16
281c91204497,6,3/7,Deficienta ACC,2022-11-01T09:00:01,2022-11-01T10:00:01,2022-11-01T11:00:01,2
5b45163fe7fa,6,1/1,Deficienta ACC,2022-11-01T09:00:01,2022-11-01T10:00:01,2022-11-01T11:00:01,2
a00d481dbcf0,6,5/5,Deficienta ACC,2022-11-01T09:00:01,2022-11-01T10:00:01,2022-11-01T11:00:01,2
