incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
9ef0dfd39261,2,Barbu Vacarescu,Deficienta ACC,2024-06-01T09:00:01,2024-06-01T13:00:01,2024-06-01T15:00:01,3
839d471578b2,2,29 Stefan cel Mare,Deficienta ACC,2024-06-01T09:00:01,2024-06-01T10:00:01,2024-06-01T13:00:01,2
2fb03eb72c93,2,Aleea Circului,Deficienta ACC,2024-06-01T09:00:01,2024-06-01T10:00:01,2024-06-01T13:00:01,2
ba8420238034,2,4 Stefan cel Mare,Deficienta ACC,2024-06-01T09:00:01,2024-06-01T15:00:01,2024-06-01T16:00:01,4
d179a8b4997e,4,1 Bis Zona I,Deficienta ACC,2024-06-01T10:00:01,2024-06-01T13:00:01,2024-06-01T15:00:01,2
4948e20ae499,4,Spinis,Deficienta ACC,2024-06-01T10:00:01,2024-06-01T22:00:01,2024-06-02T00:00:01,5
a3ed6f055b91,4,1 Zona IV,Deficienta ACC,2024-06-01T10:00:01,2024-06-01T22:00:01,2024-06-02T00:00:01,5
fc908696775c,4,2 Oltenita Placare,Deficienta ACC,2024-06-01T22:00:01,2024-06-01T22:00:01,2024-06-02T00:00:01,1
00f185e24b9d,4,6 Vifornita,Deficienta ACC,2024-06-01T22:00:01,2024-06-01T22:00:01,2024-06-02T00:00:01,1
bd5b973ece2c,4,2 Vifornita,Deficienta ACC,2024-06-01T22:00:01,2024-06-01T22:00:01,2024-06-02T00:00:01,1
7492df203416,5,Modul Paulescu,Oprire ACC,2024-06-02T09:00:01,2024-06-02T11:00:02,2024-06-02T15:00:01,3
6a80cc3ab468,4,Spinis,Deficienta ACC,2024-06-02T11:00:02,2024-06-02T11:00:02,2024-06-02T15:00:01,1
5db612886387,4,1 Zona IV,Deficienta ACC,2024-06-02T11:00:02,2024-06-02T11:00:02,2024-06-02T15:00:01,1
b97047d289a9,4,1 Bis Zona I,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
996d592c319e,4,2 Oltenita Placare,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
acad26c69cc0,4,2 Vifornita,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
89ce4ca5b512,5,Giurgiu Farado,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
83f10dd27abf,5,9 Farado,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
428ebd724691,5,6 Farado,Deficienta ACC,2024-06-02T20:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,3
78eefce706de,4,6 Berceni Oltenita,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
31661f7a0b0a,4,Urziceni,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
317ad77d7739,4,Spinis,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
138bdd3eb082,4,6 Vifornita,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
ac553ab25d19,4,Uioara,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
178803695566,4,1 Zona IV,Deficienta ACC,2024-06-02T21:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,2
ff99f46aa085,4,3 Oltenita Placare,Deficienta ACC,2024-06-02T22:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,1
44160300e927,4,3 Berceni Oltenița,Deficienta ACC,2024-06-02T22:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,1
83b1839166a3,4,3 Nitu Vasile,Deficienta ACC,2024-06-02T22:00:01,2024-06-02T22:00:01,2024-06-03T00:00:01,1
737ae884e5ee,1,MODUL TERMIC F3,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
b73c3748442f,1,Modul Termic D13,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
388a3cdf3edf,1,MODUL TERMIC E3,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
9e6a4b4655c2,1,MODUL TERMIC A2,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
bc402080064f,1,MODUL TERMIC Vila 29,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
0dafad4526b3,1,MODUL TERMIC L3,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
483aeadb90db,1,MODUL TERMIC B3,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
915d17968446,1,6 Bucurestii Noi,Oprire ACC,2024-06-03T09:00:01,2024-06-04T23:00:01,2024-06-05T00:00:01,30
