incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
28dc69fcd3a6,2,29 Stefan cel Mare,Deficienta INC,2024-01-01T07:00:01,2024-01-03T10:00:01,2024-01-03T11:00:01,17
a834ff73f17d,2,Aleea Circului,Deficienta INC,2024-01-01T07:00:01,2024-01-03T10:00:01,2024-01-03T11:00:01,17
18bebae5d858,2,13 Lacul Tei,Deficienta INC,2024-01-01T07:00:01,2024-01-03T10:00:01,2024-01-03T11:00:01,17
229b247bb4c9,2,Luncsoara,Deficienta INC,2024-01-01T07:00:01,2024-01-03T10:00:01,2024-01-03T11:00:01,17
f4d9b62aa561,2,2 Stefan cel Mare,Deficienta INC,2024-01-01T10:00:01,2024-01-02T09:00:01,2024-01-02T10:00:01,9
36d95aabe742,6,1 Roșu,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
586e065f70fe,6,11 Mărgelelor,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
c4f9d195a4d6,6,2 Îndesirii,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
87bf6922adc8,6,1 Îndesirii,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
ac4b1be5bdaa,6,12 Maratonului,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
f1d09828f91e,6,15 Apusului,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
0152f3351b0d,6,10 Aragonitului,Deficienta INC,2024-01-01T11:00:01,2024-01-01T13:00:01,2024-01-01T16:00:01,2
9c266e4506a9,3,4 Mărăşeşti,Oprire INC,2024-01-01T13:00:01,2024-01-01T18:00:01,2024-01-01T19:00:01,3
e15318889d2e,1,Ct Scala,Oprire ACC,2024-01-02T09:00:01,2024-01-02T09:00:01,2024-01-02T10:00:01,1
844c71575d78,2,Opanez,Deficienta INC,2024-01-02T18:00:01,2024-01-03T10:00:01,2024-01-03T11:00:01,6
902df7ef6e91,3,3 Theodor Speranţia,Oprire ACC,2024-01-02T20:00:01,2024-01-02T20:00:01,2024-01-02T21:00:01,1
57545e075039,1,2 Bucurestii Noi,Oprire INC,2024-01-03T09:00:02,2024-01-03T14:00:01,2024-01-03T15:00:01,6
0e241b2d8998,2,3 Socului,Oprire ACC,2024-01-03T10:00:01,2024-01-03T12:00:01,2024-01-03T13:00:01,3
9474e2fe17f7,3,9 Placare-T,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T11:00:01,2024-01-03T12:00:01,2
9afed6a9eaaa,3,2 Papiu Ilarian,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T20:00:01,2024-01-03T21:00:01,9
debbe82b4699,3,SC.3Dudesti,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T20:00:01,2024-01-03T21:00:01,9
d7010aae03aa,3,3 Papiu Ilarian,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T20:00:01,2024-01-03T21:00:01,9
e702d3561d68,5,3 Petre Ispirescu,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T12:00:01,2024-01-03T13:00:01,3
581881653581,5,6 Petre Ispirescu,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T12:00:01,2024-01-03T13:00:01,3
547b23f8ad5b,5,7 Petre Ispirescu,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-06T02:00:01,2024-01-06T06:00:01,49
16aee5c8a654,5,2 Petre Ispirescu,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T12:00:01,2024-01-03T13:00:01,3
0d10e1d90e7c,6,12 Maratonului,Oprire ACC,2024-01-03T10:00:01,2024-01-03T17:00:01,2024-01-03T18:00:01,7
3b3f503a40f5,6,SC 1/3 - Partial,Oprire ACC,2024-01-03T10:00:01,2024-01-03T14:00:01,2024-01-03T15:00:01,5
95619e56dfdb,6,3 Dreptății,Oprire ACC/INC,2024-01-03T10:00:01,2024-01-03T13:00:01,2024-01-03T14:00:01,4
7f851fc8da77,3,E1,Oprire ACC/INC,2024-01-03T11:00:01,2024-01-05T12:00:01,2024-01-05T13:00:01,36
