incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
fc7e8712b64e,2,2 Iancului,Deficienta INC,2024-03-01T00:00:01,2024-03-01T00:00:01,2024-03-01T07:00:01,1
8cf9f7b355d5,6,4/10,Oprire ACC/INC,2024-03-01T00:00:01,2024-03-01T20:00:01,2024-03-01T23:00:01,15
1f35b6cc67c3,6,SC 8/9,Oprire ACC,2024-03-01T08:00:01,2024-03-01T11:00:01,2024-03-01T12:00:01,4
91a50d2dbb97,1,D Chibrit,Oprire ACC/INC,2024-03-01T09:00:01,2024-03-01T09:00:01,2024-03-01T10:00:01,1
70bed7dce5c3,1,Av. Sanatescu,Oprire ACC,2024-03-01T09:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,4
838dc12d9c76,2,7 Muncii,Oprire ACC,2024-03-01T09:00:01,2024-03-01T11:00:01,2024-03-01T12:00:01,3
d4ec16c1ee61,1,O Chibrit,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T13:00:01,2024-03-01T14:00:01,4
ef906d470e03,2,1 Mosilor - Partial,Oprire ACC,2024-03-01T10:00:01,2024-03-01T15:00:01,2024-03-01T16:00:01,6
c3aa7b77dc52,2,2 Iancului,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T14:00:01,2024-03-01T15:00:01,5
8fcb29c50057,2,4' Pantelimon,Oprire INC,2024-03-01T10:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,3
ab1974f8fd8f,3,6 Mărășești,Oprire ACC,2024-03-01T10:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,3
54f416cb69d1,3,D.C.,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T14:00:01,2024-03-01T15:00:01,5
557396229c34,3,T.S.,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T14:00:01,2024-03-01T15:00:01,5
0d32ff210c0f,3,21 C5/2,Oprire ACC,2024-03-01T10:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,3
29bae54079eb,3,3 Placare-T,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-02T15:00:01,2024-03-02T16:00:01,18
48554d9a0fb0,3,15 C5/2 - Partial,Oprire ACC,2024-03-01T10:00:01,2024-03-01T17:00:01,2024-03-01T18:00:01,8
bffc25918b29,4,Complex Comercial,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T20:00:01,2024-03-01T23:00:01,11
e2a15bba2e07,4,2 Oltenitei,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T20:00:01,2024-03-01T23:00:01,11
baa5f53670d8,4,5 Oltenita,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T20:00:01,2024-03-01T23:00:01,11
c74ce2543cc5,5,3 Ferentari - Partial,Oprire ACC,2024-03-01T10:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,3
421f581680bd,5,3 Sebastian,Oprire ACC,2024-03-01T10:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,3
52edb33b3421,6,11 Liniei,Oprire ACC/INC,2024-03-01T10:00:01,2024-03-01T11:00:01,2024-03-01T12:00:01,2
6b0a258c1c19,6,1 Veteranilor,Oprire ACC,2024-03-01T10:00:01,2024-03-01T13:00:01,2024-03-01T14:00:01,4
d8ff7088ac55,4,4 Lanariei,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
57279784a241,4,2 Tineretului,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
b2cdfafa85b0,4,3 Tineretului,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
d656b3ed40e6,4,Plugarilor,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
7dc5371cba61,4,1 Vacaresti,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
c87d026de3e3,4,Norilor,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
175f8a1b25ab,4,1 Tineretului,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
1ff65ce9e94e,4,4 Tineretului,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
735878f252c7,4,2 Vacaresti,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
b45750baaa5d,4,2 Lanariei,Deficienta INC,2024-03-01T11:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,2
5a9def276c27,6,SC 5/2 - Partial,Oprire ACC/INC,2024-03-01T11:00:01,2024-03-01T17:00:01,2024-03-01T18:00:01,7
17f0cf96daf8,3,1 Șulea Nord,Deficienta INC,2024-03-01T12:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,1
ffbbd3f129c4,3,1 Tomis,Deficienta INC,2024-03-01T12:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,1
463500cc6fb2,3,9 Laborator,Deficienta INC,2024-03-01T12:00:01,2024-03-01T14:00:01,2024-03-01T15:00:01,3
d4481e16a64b,3,2 Tomis,Deficienta INC,2024-03-01T12:00:01,2024-03-01T12:00:01,2024-03-01T13:00:01,1
aec3c6038946,2,1 Fundeni,Oprire ACC,2024-03-01T13:00:01,2024-03-01T14:00:01,2024-03-01T15:00:01,2
4de41b28e707,3,2 Papiu Ilarian,Deficienta INC,2024-03-01T13:00:01,2024-03-01T15:00:01,2024-03-01T16:00:01,3
0b73b56305e8,3,3 Papiu Ilarian,Deficienta INC,2024-03-01T13:00:01,2024-03-01T18:00:01,2024-03-01T19:00:01,6
37fef1be70ab,4,4 Lanariei,Deficienta ACC/INC,2024-03-01T13:00:01,2024-03-01T15:00:01,2024-03-01T16:00:01,3
180293d41155,4,2 Tineretului,Deficienta ACC/INC,2024-03-01T13:00:01,2024-03-01T15:00:01,2024-03-01T16:00:01,3
7d65782bcc79,4,3 Tineretului,Deficienta ACC/INC,2024-03-01T13:00:01,2024-03-01T15:00:01,2024-03-01T16:00:01,3
