incident_id,sector,pt_name,service,first_seen_ts,last_seen_ts,first_absent_ts,snapshots_present
abed5b3c88d4,6,MILITARI - 2 Placare,Deficienta ACC,2023-06-01T00:00:01,2023-06-01T00:00:01,2023-06-01T06:00:01,1
2a23fe5d7123,4,2 Oltenita Placare,Deficienta ACC,2023-06-01T09:00:01,2023-06-01T09:00:01,2023-06-01T12:00:01,1
429fb1d61b1b,6,MILITARI - 3 Placare,Deficienta ACC,2023-06-01T09:00:01,2023-06-01T17:00:02,2023-06-01T18:00:01,4
1cf9e66d2016,6,3 Dreptății,Deficienta ACC,2023-06-01T09:00:01,2023-06-03T12:00:01,2023-06-03T13:00:01,28
b8f0fd15aea3,6,12 Liniei,Deficienta ACC,2023-06-01T09:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,17
ef9d51263c71,6,2 Îndesirii,Deficienta ACC,2023-06-01T09:00:01,2023-06-03T07:00:01,2023-06-03T09:00:01,25
611efd2e714c,6,MILITARI - 3A Placare,Deficienta ACC,2023-06-01T09:00:01,2023-06-01T17:00:02,2023-06-01T18:00:01,4
afb205f784b7,6,MILITARI - 2 Placare,Deficienta ACC,2023-06-01T09:00:01,2023-06-01T14:00:01,2023-06-01T17:00:02,3
304629ddfee2,2,3 Petricani,Deficienta ACC,2023-06-01T12:00:01,2023-06-01T23:00:01,2023-06-02T00:00:01,7
2e59e428ad1f,6,MILITARI - 4 Placare,Deficienta ACC,2023-06-01T12:00:01,2023-06-01T17:00:02,2023-06-01T18:00:01,3
67da5d23f5fe,6,11 Liniei,Deficienta ACC,2023-06-01T14:00:01,2023-06-01T14:00:01,2023-06-01T17:00:02,1
b17de2659f18,6,11 Mărgelelor,Deficienta ACC,2023-06-01T18:00:01,2023-06-01T19:00:01,2023-06-01T20:00:01,2
7ee44b747cf1,6,MILITARI - 4 Placare,Deficienta ACC,2023-06-01T19:00:01,2023-06-02T00:00:01,2023-06-02T06:00:01,4
ecdb369774f6,6,SC 4/3 - Partial,Deficienta ACC,2023-06-01T23:00:01,2023-06-01T23:00:01,2023-06-02T00:00:01,1
23a3835a1b42,6,SC 1/3 - Partial,Deficienta ACC,2023-06-01T23:00:01,2023-06-01T23:00:01,2023-06-02T00:00:01,1
8fc2af1e9ad0,6,SC 5/2 - Partial,Deficienta ACC,2023-06-01T23:00:01,2023-06-01T23:00:01,2023-06-02T00:00:01,1
4e5e17428cc7,5,Marinescu,Deficienta ACC,2023-06-02T07:00:01,2023-06-06T13:00:01,2023-06-06T14:00:01,54
16650f3bd77d,6,MILITARI - 4 Placare,Deficienta ACC,2023-06-02T09:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,6
a2c6bbbb5140,6,MILITARI - 9 Placare,Deficienta ACC,2023-06-02T10:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,5
fb1d20c1eeb0,6,12 Maratonului,Deficienta ACC,2023-06-02T10:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,5
51e90a37b5ba,6,15 Apusului,Deficienta ACC,2023-06-02T10:00:01,2023-06-03T09:00:01,2023-06-03T10:00:01,14
6f337b379618,6,SC 4/5,Deficienta ACC,2023-06-02T10:00:01,2023-06-03T07:00:01,2023-06-03T09:00:01,13
cc6e2bc450b8,6,9 Placare-T,Deficienta ACC,2023-06-02T10:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,5
76a269f984cb,6,SC 1/3 - Partial,Deficienta ACC,2023-06-02T12:00:01,2023-06-03T07:00:01,2023-06-03T09:00:01,12
4cb15a449f07,3,IAGSC,Oprire ACC,2023-06-02T13:00:01,2023-06-02T15:00:01,2023-06-02T16:00:01,2
db444e7d3192,2,3 Petricani,Deficienta ACC,2023-06-02T15:00:01,2023-06-03T00:00:01,2023-06-03T07:00:01,9
f3d903150305,2,Ziduri Mosi,Deficienta ACC,2023-06-02T15:00:01,2023-06-02T16:00:01,2023-06-02T17:00:01,2
e5ccae60fb75,4,2 Serban Voda,Deficienta ACC,2023-06-02T15:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,8
d9b01b7754f0,4,1 Serban Voda,Deficienta ACC,2023-06-02T15:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,8
ed324e709b8f,4,5 Zona II,Deficienta ACC,2023-06-02T15:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,8
dc36751f41b1,4,6 Brancoveanu,Deficienta ACC,2023-06-02T15:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,8
821a364edc4f,6,SC 5/2 - Partial,Deficienta ACC,2023-06-02T15:00:01,2023-06-03T07:00:01,2023-06-03T09:00:01,10
039f0efcf509,4,1 Oltenita Placare,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
b876c5e7bdb8,4,Livada Noua,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
737b8cfa8e08,4,4 Oltenita Placare,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
910e87381f2a,4,2 Stoian Militaru,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
8f1fe85731de,4,2 Oltenita Placare,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
1abef6597970,4,2 Giurgiu,Deficienta ACC,2023-06-02T20:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,4
320921b9cd5f,2,2 Teiul Doamnei,Deficienta ACC,2023-06-02T21:00:01,2023-06-03T00:00:01,2023-06-03T07:00:01,4
bc633e5e85e4,4,1 Bis Zona I,Deficienta ACC,2023-06-02T22:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,2
2b03ede49777,4,1 Zona I,Deficienta ACC,2023-06-02T22:00:01,2023-06-02T23:00:02,2023-06-03T00:00:01,2
170ecd9e362b,6,MILITARI - 9 Placare,Deficienta ACC,2023-06-02T22:00:01,2023-06-03T00:00:01,2023-06-03T07:00:01,3
557737141c72,6,MILITARI - 2 Placare,Deficienta ACC,2023-06-02T22:00:01,2023-06-03T00:00:01,2023-06-03T07:00:01,3
a06ba0dc695d,2,2 Voiniceni,Deficienta ACC,2023-06-02T23:00:02,2023-06-02T23:00:02,2023-06-03T00:00:01,1
2d86e69b0643,2,1 Socului,Deficienta ACC,2023-06-02T23:00:02,2023-06-02T23:00:02,2023-06-03T00:00:01,1
4bbaa960d3c5,2,5 Socului,Deficienta ACC,2023-06-02T23:00:02,2023-06-03T00:00:01,2023-06-03T07:00:01,2
53f54de06049,2,202 Mihai Bravu,Deficienta ACC,2023-06-02T23:00:02,2023-06-02T23:00:02,2023-06-03T00:00:01,1
fbb236231e75,2,4 Cheile Zanoagei,Deficienta ACC,2023-06-02T23:00:02,2023-06-03T00:00:01,2023-06-03T07:00:01,2
63e2a2a14866,3,3 Labirint,Oprire ACC,2023-06-03T09:00:01,2023-06-03T09:00:01,2023-06-03T10:00:01,1
481c1c219c9a,4,Dealul Cernei,Oprire ACC,2023-06-03T09:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,5
8b5d47d7e41c,4,Curcani,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
9bc4d382fb38,4,Urziceni,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
707efb6749c9,4,4 Vifornita,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
91b11758536b,4,2 Zona V,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
b910162b573d,4,4 Oltenita Placare,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T13:00:01,2023-06-03T14:00:01,2
37b587b83752,4,Huedin,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
245e03206802,4,1 Serban Voda,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
557f00481b29,4,Spinis,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
10219876d87e,4,2 Oltenita Placare,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
c14fef7cd8c2,4,6 Vifornita,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
17713600b673,4,Luica,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
e4fa146d71bc,4,2 Giurgiu,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
2e344c05fd47,4,3 Zona V,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
07dfdaaef212,4,Almașul Mare,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
70b065e04e24,4,6 Brancoveanu,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
65e4e029d3a2,4,2 Vifornita,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
57ac7ef4f827,4,1 Zona IV,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
05ee9fe3ba96,4,1 Zona V,Deficienta ACC,2023-06-03T12:00:01,2023-06-03T14:00:01,2023-06-03T15:00:01,3
d8d974722a7b,5,Ct Scoala Ferentari,Oprire ACC,2023-06-03T14:00:01,2023-06-03T17:00:01,2023-06-03T18:00:01,4
3dc18fb58e3a,5,Ct Vistea,Oprire ACC,2023-06-03T14:00:01,2023-06-03T17:00:01,2023-06-03T18:00:01,4
bbd0f95b9045,3,16 Foișor,Oprire ACC,2023-06-03T16:00:01,2023-06-05T12:00:01,2023-06-05T16:00:01,18
9347bce69145,3,7 Vitan,Oprire ACC,2023-06-03T16:00:01,2023-06-05T12:00:01,2023-06-05T16:00:01,18
3907ca2f87ab,3,6 Vitan,Oprire ACC,2023-06-03T16:00:01,2023-06-08T13:00:01,2023-06-08T14:00:01,73
01db60f977bc,3,14 Foișor,Oprire ACC,2023-06-03T16:00:01,2023-06-05T12:00:01,2023-06-05T16:00:01,18
190257aafe61,3,4 Dudești,Oprire ACC,2023-06-03T16:00:01,2023-06-05T12:00:01,2023-06-05T16:00:01,18
f6f169eef5ee,4,3 Zona II,Deficienta ACC,2023-06-03T17:00:01,2023-06-03T20:00:01,2023-06-04T03:00:01,3
5fb351c2ab8e,4,2 Giurgiu,Deficienta ACC,2023-06-03T17:00:01,2023-06-03T20:00:01,2023-06-04T03:00:01,3
48ed804318a3,4,6 Brancoveanu,Deficienta ACC,2023-06-03T17:00:01,2023-06-05T08:00:01,2023-06-05T11:00:01,15
7b7f3190808e,4,2 Oltenita Placare,Deficienta ACC,2023-06-03T18:00:01,2023-06-03T20:00:01,2023-06-04T03:00:01,2
246b3325cbfc,4,1 Oltenita Placare,Deficienta ACC,2023-06-03T20:00:01,2023-06-03T20:00:01,2023-06-04T03:00:01,1
5ec2712be6af,4,8 Brancoveanu,Deficienta ACC,2023-06-03T20:00:01,2023-06-03T20:00:01,2023-06-04T03:00:01,1
f60d9514a2fe,4,1 Bis Zona I,Deficienta ACC,2023-06-04T09:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,3
b20695005398,4,1 Oltenita Placare,Deficienta ACC,2023-06-04T09:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,3
eabe1c51d40f,4,2 Oltenita Placare,Deficienta ACC,2023-06-04T09:00:01,2023-06-04T15:00:01,2023-06-04T17:00:01,6
5d4ada478a7e,4,1 Zona I,Deficienta ACC,2023-06-04T09:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,3
27c9ed8daba3,4,Livada Noua,Deficienta ACC,2023-06-04T10:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,2
1534314dfe8c,4,4 Oltenita Placare,Deficienta ACC,2023-06-04T10:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,2
ad5cfb7c042a,4,3 Zona II,Deficienta ACC,2023-06-04T10:00:01,2023-06-04T11:00:01,2023-06-04T12:00:01,2
4b95365a62d3,4,2 Giurgiu,Deficienta ACC,2023-06-04T10:00:01,2023-06-04T15:00:01,2023-06-04T17:00:01,5
047ecbe69298,2,3 Petricani,Deficienta ACC,2023-06-04T11:00:01,2023-06-04T14:00:01,2023-06-04T15:00:01,3
d5bca8c6a9fa,6,SC 1/3 - Partial,Deficienta ACC,2023-06-04T14:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,5
c480ff1afcf3,4,4 Oltenita Placare,Deficienta ACC,2023-06-04T21:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,2
3fc14decc369,4,2 Oltenita Placare,Deficienta ACC,2023-06-04T21:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,2
c8c63e53dfa2,4,2 Giurgiu,Deficienta ACC,2023-06-04T21:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,2
2a3e36cc8a9d,4,Curcani,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
289f5ffba983,4,Urziceni,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
09c5a4467203,4,2 Zona V,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
a3e9addf0dae,4,1 Oltenita Placare,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
b899ec5bd819,4,Huedin,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
83b4d6fc61c7,4,2 Stoian Militaru,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
868655468770,4,Spinis,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
0c38b506da73,4,5 Brancoveanu,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
4fb538bf7d43,4,6 Vifornita,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
5d6a09037cf8,4,Luica,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
2cfe7e596834,4,Dealul Cernei,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
41c1fef6b515,4,3 Zona V,Deficienta ACC,2023-06-04T22:00:01,2023-06-04T22:00:01,2023-06-05T00:00:01,1
