episode_id,sector,pt_name,utility,first_seen_ts,last_seen_ts,first_absent_ts,n_incidents,n_bridged_gaps,bridged_seconds
a9e037803c83,6,1 Uverturii,ACC,2022-11-01T00:00:01,2022-11-03T22:00:01,2022-11-03T23:00:01,1,0,0
e4b1fe275e8f,6,1 Uverturii,INC,2022-11-01T00:00:01,2022-11-03T22:00:01,2022-11-03T23:00:01,1,0,0
5ece7b83b573,2,5 Lacul Tei,ACC,2022-11-01T08:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,1,0,0
b668e4c19dbb,2,Ramuri Tei,ACC,2022-11-01T08:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,1,0,0
1753d225ed8a,6,2/7',INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,1,0,0
ebb31143f567,6,3/7',INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,1,0,0
840cce0fddfd,6,SERE ALPAB Ghencea,ACC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,1,0,0
022ddb57b369,6,SERE ALPAB Ghencea,INC,2022-11-01T08:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,1,0,0
f09aea51bf51,1,2 Prefabricate,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
7f6dc1b1183c,1,6 ACM,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
2a75295a6d41,1,A Grant,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
6b6339618793,1,I Grivita,ACC,2022-11-01T09:00:01,2022-11-03T11:00:01,2022-11-03T12:00:01,3,1,72000
52969956a47b,1,J Grivita,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
87a4608a9734,1,MODUL TERMIC 4 Prefabricate Scara B,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
a2c8c4fea70e,1,MODUL TERMIC 4 Prefabricate Scara E,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
acca5b6ff123,1,MODUL TERMIC 5 Prefabricate,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
45f444c1d603,1,MODUL TERMIC 6 Prefabricate Scara B,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
0ccae3a37097,1,MODUL TERMIC 6 Prefabricate Scara E,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
4da1de21b966,1,MODUL TERMIC 7 Prefabricate,ACC,2022-11-01T09:00:01,2022-11-02T13:00:01,2022-11-02T14:00:01,2,0,0
6cff487cfde3,3,3 Tomis,ACC,2022-11-01T09:00:01,2022-11-01T19:00:01,2022-11-01T20:00:01,1,0,0
4e7f0b84b21f,6,J Giulești,ACC,2022-11-01T09:00:01,2022-11-01T13:00:01,2022-11-01T14:00:01,1,0,0
21d5e620af6c,6,Loc ICPB - Partial,ACC,2022-11-01T09:00:01,2022-11-01T14:00:01,2022-11-01T15:00:01,1,0,0
