episode_id,sector,pt_name,utility,first_seen_ts,last_seen_ts,first_absent_ts,n_incidents,n_bridged_gaps,bridged_seconds
42268352bb24,1,1 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
fa2951f79f3c,1,1 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,3,0,0
64ba6b1c41a0,1,2 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
b1d696bdc558,1,2 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
9ec6dda2fc72,1,3 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
7fd14fbf92f2,1,3 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
f0bddec84cd7,1,4 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
c452c38889f8,1,4 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,3,0,0
450aa047024b,1,5 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
e2d6aa7bf61f,1,5 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
a95aa420007c,1,6 Aviatiei,ACC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,2,0,0
e81e48edf562,1,6 Aviatiei,INC,2024-02-01T09:00:02,2024-02-02T06:00:01,2024-02-02T07:00:01,3,0,0
afe173241aa9,1,MODUL TERMIC A1,ACC,2024-02-01T09:00:02,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
c403bfa1cbaf,1,MODUL TERMIC A1,INC,2024-02-01T09:00:02,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
37879399f490,1,Perla,ACC,2024-02-01T09:00:02,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
350ece5106c4,1,Perla,INC,2024-02-01T09:00:02,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
2609ab06b097,3,4Placare-T - Partial,ACC,2024-02-01T09:00:02,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
2af3e2d5aca1,3,SC.1Cornisa - Partial,INC,2024-02-01T09:00:02,2024-02-01T13:00:01,2024-02-01T14:00:01,1,0,0
a0cc49c59fe8,5,10 Margeanului,ACC,2024-02-01T09:00:02,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
7f3cfdac51e2,5,4 Petre Ispirescu,ACC,2024-02-01T09:00:02,2024-02-01T15:00:01,2024-02-01T16:00:01,1,0,0
6eb558509d24,5,4 Petre Ispirescu,INC,2024-02-01T09:00:02,2024-02-01T15:00:01,2024-02-01T16:00:01,1,0,0
69842a04a6a0,5,Tribunal,ACC,2024-02-01T09:00:02,2024-02-01T20:00:01,2024-02-01T21:00:01,2,0,0
b79ec97edc10,5,Tribunal,INC,2024-02-01T09:00:02,2024-02-01T16:00:01,2024-02-01T19:00:01,1,0,0
fdb24d45acd1,6,2 Politehnicii,ACC,2024-02-01T09:00:02,2024-02-01T11:00:01,2024-02-01T12:00:01,1,0,0
aeab51db27ec,6,8 Virtuții,ACC,2024-02-01T09:00:02,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
704a8dc2d81b,6,8 Virtuții,INC,2024-02-01T09:00:02,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
9822410f76a7,6,Primăria Sectorului 6,ACC,2024-02-01T09:00:02,2024-02-01T13:00:01,2024-02-01T14:00:01,1,0,0
4b73e96dab7d,6,Primăria Sectorului 6,INC,2024-02-01T09:00:02,2024-02-01T13:00:01,2024-02-01T14:00:01,1,0,0
709fe0c4e6a9,1,CT Floreasca - Partial,ACC,2024-02-01T10:00:01,2024-02-01T13:00:01,2024-02-01T14:00:01,1,0,0
01f075fb1d85,2,1 Iancului,ACC,2024-02-01T10:00:01,2024-02-01T15:00:01,2024-02-01T16:00:01,1,0,0
e070f0704c4f,2,1 Socului,ACC,2024-02-01T10:00:01,2024-02-01T12:00:01,2024-02-01T13:00:01,1,0,0
712fc962785e,2,18 Pantelimon,ACC,2024-02-01T10:00:01,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
fbe2ff8df446,2,2 Colentina 2,ACC,2024-02-01T10:00:01,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
ef4baf5f8393,2,2 Colentina 2,INC,2024-02-01T10:00:01,2024-02-01T14:00:01,2024-02-01T15:00:01,1,0,0
