episode_id,sector,pt_name,utility,first_seen_ts,last_seen_ts,first_absent_ts,n_incidents,n_bridged_gaps,bridged_seconds
fa6c84393f49,1,2 Prefabricate,ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,1,0,0
18da113ef3fa,4,1 Serban Voda,ACC,2024-09-01T09:00:01,2024-09-07T17:00:01,2024-09-07T18:00:01,2,0,0
715ba84ea8b7,4,Norilor,ACC,2024-09-01T09:00:01,2024-09-09T00:00:01,2024-09-09T02:00:01,3,1,64800
6363c4e6aa65,6,1/1,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
214163d41466,6,1/8,ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,1,0,0
ac7af9dd68c2,6,2/2,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
5e757e77a6ff,6,2/8,ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,1,0,0
f032a39c0174,6,3/2,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
abc8117639fd,6,4/8,ACC,2024-09-01T09:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,1,0,0
fd22fc4823e7,6,6/2,ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,1,0,0
c0e192143fb5,6,7/2,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
18df8c037fb5,6,8/5,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
a2c83529a403,6,MFA,ACC,2024-09-01T09:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
f7c14bb29e2c,6,NEFAMILISTI,ACC,2024-09-01T09:00:01,2024-09-01T11:00:01,2024-09-01T12:00:01,1,0,0
4b52480f39d7,4,3 Nitu Vasile,ACC,2024-09-01T12:00:01,2024-09-01T13:00:01,2024-09-01T14:00:01,1,0,0
620ce4f525bf,4,Pieptanari,ACC,2024-09-01T12:00:01,2024-09-07T22:00:01,2024-09-08T00:00:01,2,0,0
91dd73902271,2,A2 Basarabia,ACC,2024-09-01T13:00:01,2024-09-01T14:00:01,2024-09-01T16:00:01,1,0,0
74f0267dafd4,4,1 Vacaresti,ACC,2024-09-01T14:00:01,2024-09-01T16:00:01,2024-09-01T18:00:01,1,0,0
9a8b281ff151,4,2 Berceni Oltenita,ACC,2024-09-01T14:00:01,2024-09-01T23:00:01,2024-09-02T00:00:01,1,0,0
7a7bf6734fd1,4,2 Lanariei,ACC,2024-09-01T14:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,1,0,0
8f30b768f242,4,4 Nitu Vasile,ACC,2024-09-01T14:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,1,0,0
9c1dedd63b13,2,A2 Basarabia - Partial,ACC,2024-09-01T16:00:01,2024-09-03T18:00:01,2024-09-03T20:00:01,1,0,0
698e0d2fb5f4,5,4 Petre Ispirescu - Partial,ACC,2024-09-01T16:00:01,2024-09-03T17:00:01,2024-09-03T18:00:01,1,0,0
4c64d616c0c2,4,4 Lanariei,ACC,2024-09-01T19:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,1,0,0
b44e38cd5fbe,4,2 Vacaresti,ACC,2024-09-01T20:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,1,0,0
08e1f24de597,4,3 Tineretului,ACC,2024-09-01T20:00:01,2024-09-01T23:00:01,2024-09-02T00:00:01,1,0,0
df49d8f700f0,4,4 Oltenita Placare,ACC,2024-09-01T20:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,1,0,0
b97b59d7f538,4,Plugarilor,ACC,2024-09-01T20:00:01,2024-09-01T22:00:01,2024-09-01T23:00:01,1,0,0
7dce9de21735,4,Sincai,ACC,2024-09-01T20:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,1,0,0
1ef612a2d6ca,4,1 Tineretului,ACC,2024-09-01T21:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,1,0,0
dd26b6bf4db3,4,2 Tineretului,ACC,2024-09-01T21:00:01,2024-09-02T00:00:01,2024-09-02T07:00:01,1,0,0
49be43704c75,6,SC 1/2,ACC,2024-09-01T21:00:01,2024-09-01T23:00:01,2024-09-02T00:00:01,1,0,0
f74cc672c931,3,13 C5/2,ACC,2024-09-01T22:00:01,2024-09-01T23:00:01,2024-09-02T00:00:01,1,0,0
