episode_id,sector,pt_name,utility,first_seen_ts,last_seen_ts,first_absent_ts,n_incidents,n_bridged_gaps,bridged_seconds
a8f96ceb5865,1,11 Dorobanti,ACC,2022-08-01T10:00:01,2022-08-03T00:00:01,2022-08-03T07:00:01,1,0,0
94aab7b29216,1,12 Gostat,ACC,2022-08-01T10:00:01,2022-08-03T00:00:01,2022-08-03T07:00:01,1,0,0
9a72608b871d,1,61-63 Dorobanti,ACC,2022-08-01T10:00:01,2022-08-03T00:00:01,2022-08-03T07:00:01,1,0,0
3d9e887a8899,1,Casata,ACC,2022-08-01T10:00:01,2022-08-03T09:00:01,2022-08-03T10:00:01,2,0,0
d85db06977e1,1,Cosmonautilor,ACC,2022-08-01T10:00:01,2022-08-03T00:00:01,2022-08-03T07:00:01,1,0,0
36c9fddf61a5,2,1 Cheile Zanoagei,ACC,2022-08-01T10:00:01,2022-08-02T14:00:01,2022-08-02T15:00:01,1,0,0
5a3e7a287923,2,2 Cheile Zanoagei,ACC,2022-08-01T10:00:01,2022-08-02T14:00:01,2022-08-02T15:00:01,1,0,0
c4525ba763a2,2,5 Iancului,ACC,2022-08-01T10:00:01,2022-08-01T13:00:01,2022-08-01T14:00:01,1,0,0
18b3c3f005ac,2,5 Socului,ACC,2022-08-01T10:00:01,2022-08-01T14:00:01,2022-08-01T15:00:01,1,0,0
91b5b37aa35f,2,7 Colentina,ACC,2022-08-01T10:00:01,2022-08-01T14:00:01,2022-08-01T15:00:01,1,0,0
184cf73032d6,2,D18 Mihai Bravu,ACC,2022-08-01T10:00:01,2022-08-01T13:00:01,2022-08-01T14:00:01,1,0,0
cf6c846b7dbd,3,18 C5/2 - Partial,ACC,2022-08-01T10:00:01,2022-08-01T14:00:01,2022-08-01T15:00:01,1,0,0
71c7ed63dc74,3,2 Nicolae Pascu,ACC,2022-08-01T10:00:01,2022-08-01T14:00:01,2022-08-01T15:00:01,1,0,0
a7185bb8beaf,4,19 Dolhasca,ACC,2022-08-01T10:00:01,2022-08-01T16:00:01,2022-08-01T19:00:01,1,0,0
bab6030630dc,4,6 Brancoveanu - Partial,ACC,2022-08-01T10:00:01,2022-08-01T14:00:01,2022-08-01T15:00:01,1,0,0
74ee07e45bc9,4,8 Brâncoveanu,ACC,2022-08-01T10:00:01,2022-08-01T16:00:01,2022-08-01T19:00:01,1,0,0
2611783ca05d,4,9 Brâncoveanu,ACC,2022-08-01T10:00:01,2022-08-01T16:00:01,2022-08-01T19:00:01,1,0,0
c54908a27559,5,3 Sălaj - Partial,ACC,2022-08-01T10:00:01,2022-08-01T13:00:01,2022-08-01T14:00:01,1,0,0
02c9452ba6af,6,2 Îndesirii - Partial,ACC,2022-08-01T10:00:01,2022-08-01T12:00:01,2022-08-01T13:00:01,1,0,0
16f49613c760,6,7 Crivina,ACC,2022-08-01T10:00:01,2022-08-01T10:00:01,2022-08-01T11:00:01,1,0,0
1b9a75a06e03,6,8 Crivina,ACC,2022-08-01T10:00:01,2022-08-01T10:00:01,2022-08-01T11:00:01,1,0,0
668c88144f94,6,8 Virtuții,ACC,2022-08-01T10:00:01,2022-08-01T13:00:01,2022-08-01T14:00:01,1,0,0
1d56f6915310,6,9 Crivina,ACC,2022-08-01T10:00:01,2022-08-01T10:00:01,2022-08-01T11:00:01,1,0,0
50d37e192c5f,6,9/4,ACC,2022-08-01T10:00:01,2022-08-01T13:00:01,2022-08-01T14:00:01,1,0,0
