episode_id,sector,pt_name,utility,cause_class,slip_count,estimated_restore,posted_ts,restored_ts,hit
4649ffef0515,1,A Grant,INC,missing_params,0,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-20T14:00:01,0
4649ffef0515,1,A Grant,INC,missing_params,1,2021-12-20T08:00,2021-12-20T02:00:02,2021-12-20T14:00:01,0
4649ffef0515,1,A Grant,INC,missing_params,2,2021-12-20T14:00,2021-12-20T10:00:01,2021-12-20T14:00:01,0
24ccb0313e1d,1,D Chibrit,INC,missing_params,0,2021-12-19T23:00,2021-12-19T21:17:32,2021-12-20T22:00:01,0
24ccb0313e1d,1,D Chibrit,INC,missing_params,1,2021-12-20T08:00,2021-12-20T02:00:02,2021-12-20T22:00:01,0
24ccb0313e1d,1,D Chibrit,INC,missing_params,2,2021-12-20T14:00,2021-12-20T10:00:01,2021-12-20T22:00:01,0
24ccb0313e1d,1,D Chibrit,INC,missing_params,3,2021-12-20T20:00,2021-12-20T18:00:01,2021-12-20T22:00:01,0
8eb34d563efe,2,1 Dimitrov,INC,missing_params,0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-20T06:00:01,0
8eb34d563efe,2,1 Dimitrov,INC,missing_params,1,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01,1
05c6250b6b15,2,1 Iancului,INC,missing_params,0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-20T06:00:01,0
05c6250b6b15,2,1 Iancului,INC,missing_params,1,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01,1
a5335c7d90f6,2,1 Teiul Doamnei,INC,missing_params,0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-20T06:00:01,0
a5335c7d90f6,2,1 Teiul Doamnei,INC,missing_params,1,2021-12-20T10:00,2021-12-20T02:00:02,2021-12-20T06:00:01,1
b4d6456e4bfa,2,11 Pantelimon,INC,missing_params,0,2021-12-19T23:30,2021-12-19T21:17:32,2021-12-20T10:00:01,0
