episode_id,sector,pt_name,utility,cause_class,slip_count,estimated_restore,posted_ts,restored_ts,hit
42268352bb24,1,1 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
42268352bb24,1,1 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
fa2951f79f3c,1,1 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
fa2951f79f3c,1,1 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
64ba6b1c41a0,1,2 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
64ba6b1c41a0,1,2 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
b1d696bdc558,1,2 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
b1d696bdc558,1,2 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
9ec6dda2fc72,1,3 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
9ec6dda2fc72,1,3 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
7fd14fbf92f2,1,3 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
7fd14fbf92f2,1,3 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
f0bddec84cd7,1,4 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
f0bddec84cd7,1,4 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
c452c38889f8,1,4 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
c452c38889f8,1,4 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
450aa047024b,1,5 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
450aa047024b,1,5 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
e2d6aa7bf61f,1,5 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
e2d6aa7bf61f,1,5 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
a95aa420007c,1,6 Aviatiei,ACC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
a95aa420007c,1,6 Aviatiei,ACC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
e81e48edf562,1,6 Aviatiei,INC,breakdown,0,2024-02-01T23:30,2024-02-01T09:00:02,2024-02-02T07:00:01,0
e81e48edf562,1,6 Aviatiei,INC,missing_params,1,2024-02-02T08:00,2024-02-02T01:00:01,2024-02-02T07:00:01,1
afe173241aa9,1,MODUL TERMIC A1,ACC,breakdown,0,2024-02-01T14:30,2024-02-01T09:00:02,2024-02-01T15:00:01,0
c403bfa1cbaf,1,MODUL TERMIC A1,INC,breakdown,0,2024-02-01T14:30,2024-02-01T09:00:02,2024-02-01T15:00:01,0
37879399f490,1,Perla,ACC,breakdown,0,2024-02-01T12:00,2024-02-01T09:00:02,2024-02-01T13:00:01,0
350ece5106c4,1,Perla,INC,breakdown,0,2024-02-01T12:00,2024-02-01T09:00:02,2024-02-01T13:00:01,0
2609ab06b097,3,4Placare-T - Partial,ACC,breakdown,0,2024-02-01T17:30,2024-02-01T09:00:02,2024-02-01T15:00:01,1
2af3e2d5aca1,3,SC.1Cornisa - Partial,INC,planned_works,0,2024-02-01T13:00,2024-02-01T09:00:02,2024-02-01T14:00:01,0
a0cc49c59fe8,5,10 Margeanului,ACC,planned_works,0,2024-02-01T12:00,2024-02-01T09:00:02,2024-02-01T13:00:01,0
7f3cfdac51e2,5,4 Petre Ispirescu,ACC,breakdown,0,2024-02-01T15:30,2024-02-01T09:00:02,2024-02-01T16:00:01,0
6eb558509d24,5,4 Petre Ispirescu,INC,breakdown,0,2024-02-01T15:30,2024-02-01T09:00:02,2024-02-01T16:00:01,0
69842a04a6a0,5,Tribunal,ACC,breakdown,0,2024-02-01T15:30,2024-02-01T09:00:02,2024-02-01T21:00:01,0
69842a04a6a0,5,Tribunal,ACC,breakdown,1,2024-02-01T18:30,2024-02-01T16:00:01,2024-02-01T21:00:01,0
69842a04a6a0,5,Tribunal,ACC,breakdown,2,2024-02-01T19:30,2024-02-01T20:00:01,2024-02-01T21:00:01,0
b79ec97edc10,5,Tribunal,INC,breakdown,0,2024-02-01T15:30,2024-02-01T09:00:02,2024-02-01T19:00:01,0
b79ec97edc10,5,Tribunal,INC,breakdown,1,2024-02-01T18:30,2024-02-01T16:00:01,2024-02-01T19:00:01,0
fdb24d45acd1,6,2 Politehnicii,ACC,planned_works,0,2024-02-01T11:30,2024-02-01T09:00:02,2024-02-01T12:00:01,0
aeab51db27ec,6,8 Virtuții,ACC,breakdown,0,2024-02-01T13:30,2024-02-01T09:00:02,2024-02-01T13:00:01,1
704a8dc2d81b,6,8 Virtuții,INC,breakdown,0,2024-02-01T13:30,2024-02-01T09:00:02,2024-02-01T13:00:01,1
9822410f76a7,6,Primăria Sectorului 6,ACC,planned_works,0,2024-02-01T13:30,2024-02-01T09:00:02,2024-02-01T14:00:01,0
4b73e96dab7d,6,Primăria Sectorului 6,INC,planned_works,0,2024-02-01T13:30,2024-02-01T09:00:02,2024-02-01T14:00:01,0
709fe0c4e6a9,1,CT Floreasca - Partial,ACC,other,0,2024-02-01T13:00,2024-02-01T10:00:01,2024-02-01T14:00:01,0
01f075fb1d85,2,1 Iancului,ACC,planned_works,0,2024-02-01T14:00,2024-02-01T10:00:01,2024-02-01T16:00:01,0
01f075fb1d85,2,1 Iancului,ACC,planned_works,1,2024-02-01T15:30,2024-02-01T15:00:01,2024-02-01T16:00:01,0
e070f0704c4f,2,1 Socului,ACC,planned_works,0,2024-02-01T14:00,2024-02-01T10:00:01,2024-02-01T13:00:01,1
712fc962785e,2,18 Pantelimon,ACC,breakdown,0,2024-02-01T14:00,2024-02-01T10:00:01,2024-02-01T15:00:01,0
fbe2ff8df446,2,2 Colentina 2,ACC,breakdown,0,2024-02-01T15:30,2024-02-01T10:00:01,2024-02-01T15:00:01,1
ef4baf5f8393,2,2 Colentina 2,INC,breakdown,0,2024-02-01T15:30,2024-02-01T10:00:01,2024-02-01T15:00:01,1
67c50d77807e,2,4 Cheile Zanoagei,ACC,breakdown,0,2024-02-01T13:00,2024-02-01T10:00:01,2024-02-02T13:00:01,0
67c50d77807e,2,4 Cheile Zanoagei,ACC,planned_works,1,2024-02-02T13:00,2024-02-02T10:00:01,2024-02-02T13:00:01,0
1b6da9b49587,2,4 Cheile Zanoagei,INC,breakdown,0,2024-02-01T13:00,2024-02-01T10:00:01,2024-02-02T13:00:01,0
1b6da9b49587,2,4 Cheile Zanoagei,INC,planned_works,1,2024-02-02T13:00,2024-02-02T11:00:01,2024-02-02T13:00:01,0
96c0f28f3792,2,6 Pantelimon,ACC,breakdown,0,2024-02-01T15:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
f7e4b337d99a,3,17 Răcari,ACC,planned_works,0,2024-02-01T12:00,2024-02-01T10:00:01,2024-02-01T13:00:01,0
c75de8c392f4,4,2 Berceni Oltenita,ACC,planned_works,0,2024-02-01T12:30,2024-02-01T10:00:01,2024-02-01T13:00:01,0
8c72aebaf985,6,SC 2/3 - Partial,ACC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
f65235214d8a,6,SC 2/3 - Partial,INC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
43613de35696,6,SC 3/3 - Partial,ACC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
a6724a533411,6,SC 3/3 - Partial,INC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
9f451aebdedf,6,SC 6/2 - Partial,ACC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
c031c62a35bc,6,SC 6/2 - Partial,INC,missing_params,0,2024-02-01T16:00,2024-02-01T10:00:01,2024-02-01T14:00:01,1
cc211ac32a70,2,14 Pantelimon,ACC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
2a37963a4007,2,14 Pantelimon,INC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
f4792db5321d,2,8 Pantelimon,ACC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
756812e4265c,2,8 Pantelimon,INC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
fafbb40204df,2,9 Pantelimon,ACC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
c0ba985cc3da,2,9 Pantelimon,INC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
ed412f072ac7,2,Scoala Arte si Meserii,ACC,planned_works,0,2024-02-01T23:00,2024-02-01T11:00:01,2024-02-01T19:00:01,1
