episode_id,sector,pt_name,utility,cause_class,slip_count,estimated_restore,posted_ts,restored_ts,hit
9ac74951d527,3,6 Mărășești,INC,breakdown,0,2022-02-01T12:00,2022-02-01T08:00:01,2022-02-02T06:00:01,0
9ac74951d527,3,6 Mărășești,INC,breakdown,1,2022-02-01T23:30,2022-02-01T10:00:02,2022-02-02T06:00:01,0
9ac74951d527,3,6 Mărășești,INC,breakdown,2,2022-02-02T05:00,2022-02-02T00:00:01,2022-02-02T06:00:01,0
cf91d7f86120,1,126-1 Mai,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01,1
04b06ba283c1,1,140 – 1 Mai,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T20:00:01,0
4762029ae416,1,7-1 Mai,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T20:00:01,0
a830cc6f4dc5,1,Av. Sanatescu,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T19:00:01,1
59ff59ef1f43,1,Palazul Mare,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T20:00:01,0
cbbb6551545b,1,Sandu Aldea,ACC,missing_params,0,2022-02-01T20:00,2022-02-01T09:00:01,2022-02-01T20:00:01,0
c9cc3b8ee78c,2,Ramuri Tei,ACC,planned_works,0,2022-02-01T12:00,2022-02-01T09:00:01,2022-02-01T12:00:01,0
fab000c7da0e,3,10 Laborator - Partial,ACC,breakdown,0,2022-02-01T15:00,2022-02-01T09:00:01,2022-02-01T13:00:01,1
9086dafc5d76,3,14 C5/2,ACC,breakdown,0,2022-02-01T23:00,2022-02-01T09:00:01,2022-02-02T02:00:01,0
9086dafc5d76,3,14 C5/2,ACC,breakdown,1,2022-02-02T01:00,2022-02-02T00:00:01,2022-02-02T02:00:01,0
d657999aeeee,3,14 C5/2,INC,breakdown,0,2022-02-01T23:00,2022-02-01T09:00:01,2022-02-02T02:00:01,0
d657999aeeee,3,14 C5/2,INC,breakdown,1,2022-02-02T01:00,2022-02-02T00:00:01,2022-02-02T02:00:01,0
