snapshot_ts,status,observations
2025-05-01T00:00:01,ok,6
2025-05-01T13:00:01,ok,15
2025-05-01T14:00:01,ok,16
2025-05-01T17:00:02,ok,17
2025-05-01T19:00:01,ok,16
2025-05-01T21:00:01,ok,24
2025-05-01T22:00:01,ok,26
2025-05-01T23:00:01,ok,24
2025-05-02T00:00:01,ok,6
2025-05-02T08:00:01,ok,7
2025-05-02T17:00:01,ok,6
2025-05-02T18:00:01,ok,16
2025-05-02T20:00:01,ok,18
2025-05-03T00:00:01,ok,6
2025-05-03T11:00:01,ok,7
2025-05-03T16:00:01,ok,6
2025-05-03T19:00:01,ok,7
2025-05-03T20:00:01,ok,17
2025-05-03T22:00:01,ok,20
2025-05-04T00:00:01,ok,6
2025-05-04T03:00:01,ok,7
2025-05-04T07:00:01,ok,6
2025-05-04T20:00:01,ok,22
2025-05-04T21:00:01,ok,23
2025-05-04T22:00:01,ok,25
2025-05-05T00:00:01,ok,6
2025-05-05T09:00:01,ok,19
2025-05-05T10:00:01,ok,23
2025-05-05T11:00:01,ok,35
2025-05-05T13:00:01,ok,43
2025-05-05T14:00:01,ok,44
2025-05-05T15:00:01,ok,44
2025-05-05T16:00:01,ok,58
2025-05-05T17:00:01,ok,61
2025-05-05T18:00:01,ok,60
2025-05-05T22:00:01,ok,66
2025-05-06T00:00:01,ok,62
2025-05-06T02:00:01,ok,55
2025-05-06T08:00:01,ok,61
2025-05-06T10:00:01,ok,78
2025-05-06T11:00:01,ok,83
2025-05-06T12:00:01,ok,86
2025-05-06T13:00:01,ok,76
2025-05-06T14:00:01,ok,72
2025-05-06T15:00:01,ok,67
2025-05-06T16:00:01,ok,66
2025-05-06T17:00:01,ok,65
2025-05-06T18:00:01,ok,65
2025-05-06T19:00:01,ok,63
2025-05-06T20:00:01,ok,59
2025-05-06T21:00:01,ok,66
2025-05-06T22:00:01,ok,71
2025-05-06T23:00:01,ok,71
2025-05-07T01:00:01,ok,59
2025-05-07T07:00:01,ok,58
2025-05-07T09:00:01,ok,59
2025-05-07T10:00:01,ok,79
2025-05-07T11:00:01,ok,82
2025-05-07T12:00:02,ok,84
2025-05-07T13:00:01,ok,78
2025-05-07T14:00:01,ok,76
2025-05-07T15:00:01,ok,66
2025-05-07T16:00:01,ok,55
