snapshot_ts,status,observations
2024-12-01T00:00:01,ok,189
2024-12-01T01:00:01,ok,189
2024-12-01T07:00:01,ok,185
2024-12-01T08:00:01,ok,186
2024-12-01T09:00:01,ok,177
2024-12-01T10:00:01,ok,172
2024-12-01T11:00:01,ok,215
2024-12-01T12:00:01,ok,225
2024-12-01T14:00:01,ok,188
2024-12-01T15:00:01,ok,188
2024-12-01T16:00:01,ok,186
2024-12-01T17:00:01,ok,189
2024-12-01T18:00:01,ok,198
2024-12-01T20:00:01,ok,201
2024-12-01T21:00:01,ok,204
2024-12-01T22:00:02,ok,207
2024-12-01T23:00:01,ok,205
2024-12-02T00:00:01,ok,196
2024-12-02T01:00:01,ok,196
2024-12-02T07:00:01,ok,178
2024-12-02T08:00:01,ok,177
2024-12-02T09:00:01,ok,178
2024-12-02T10:00:01,ok,176
2024-12-02T11:00:01,ok,188
2024-12-02T12:00:01,ok,185
2024-12-02T13:00:01,ok,199
2024-12-02T14:00:01,ok,211
2024-12-02T15:00:01,ok,201
2024-12-02T16:00:01,ok,207
2024-12-02T17:00:01,ok,203
2024-12-02T18:00:01,ok,201
2024-12-02T19:00:01,ok,206
2024-12-02T20:00:01,ok,202
2024-12-02T21:00:01,ok,205
2024-12-02T23:00:01,ok,204
2024-12-03T00:00:01,ok,208
2024-12-03T01:00:01,ok,206
2024-12-03T06:00:01,ok,187
2024-12-03T07:00:01,ok,128
2024-12-03T08:00:01,ok,128
2024-12-03T09:00:01,ok,131
2024-12-03T10:00:01,ok,137
2024-12-03T11:00:01,ok,131
2024-12-03T12:00:01,ok,126
2024-12-03T13:00:01,ok,114
2024-12-03T14:00:01,ok,108
2024-12-03T15:00:01,ok,106
2024-12-03T16:00:01,ok,106
2024-12-03T17:00:01,ok,106
2024-12-03T18:00:01,ok,107
2024-12-03T19:00:01,ok,111
2024-12-03T20:00:01,ok,110
2024-12-03T21:00:01,ok,111
2024-12-03T22:00:01,ok,107
2024-12-03T23:00:01,ok,106
2024-12-04T00:00:01,ok,103
2024-12-04T01:00:01,ok,98
2024-12-04T03:00:01,ok,88
2024-12-04T06:00:01,ok,88
2024-12-04T07:00:01,ok,84
2024-12-04T08:00:01,ok,83
2024-12-04T09:00:01,ok,104
2024-12-04T10:00:01,ok,110
2024-12-04T11:00:01,ok,118
2024-12-04T12:00:01,ok,95
2024-12-04T13:00:01,ok,116
2024-12-04T14:00:01,ok,131
2024-12-04T15:00:01,ok,131
2024-12-04T16:00:01,ok,107
2024-12-04T17:00:01,ok,105
2024-12-04T18:00:01,ok,83
2024-12-04T19:00:01,ok,84
2024-12-04T20:00:01,ok,84
2024-12-04T21:00:01,ok,90
2024-12-04T23:00:01,ok,82
2024-12-05T00:00:02,ok,69
2024-12-05T01:00:01,ok,69
2024-12-05T06:00:01,ok,67
2024-12-05T07:00:01,ok,79
2024-12-05T08:00:01,ok,80
2024-12-05T09:00:01,ok,81
2024-12-05T10:00:01,ok,93
2024-12-05T11:00:01,ok,97
2024-12-05T12:00:01,ok,111
2024-12-05T13:00:01,ok,114
2024-12-05T14:00:01,ok,108
2024-12-05T15:00:01,ok,104
2024-12-05T16:00:01,ok,98
2024-12-05T17:00:01,ok,102
2024-12-05T18:00:01,ok,100
2024-12-05T19:00:01,ok,113
2024-12-05T20:00:01,ok,111
2024-12-05T21:00:01,ok,113
2024-12-05T23:00:01,ok,109
2024-12-06T00:00:01,ok,108
2024-12-06T01:00:01,ok,107
2024-12-06T04:00:01,ok,106
2024-12-06T06:00:01,ok,105
2024-12-06T07:00:01,ok,95
2024-12-06T08:00:01,ok,94
2024-12-06T09:00:01,ok,101
2024-12-06T10:00:01,ok,107
2024-12-06T11:00:01,ok,94
2024-12-06T12:00:01,ok,90
2024-12-06T13:00:01,ok,84
2024-12-06T14:00:01,ok,79
2024-12-06T15:00:01,ok,77
2024-12-06T16:00:01,ok,67
2024-12-06T17:00:01,ok,65
2024-12-06T18:00:01,ok,64
2024-12-06T19:00:02,ok,63
2024-12-06T20:00:01,ok,60
2024-12-06T21:00:01,ok,57
2024-12-06T23:00:01,ok,55
2024-12-07T00:00:01,ok,54
2024-12-07T01:00:01,ok,47
2024-12-07T07:00:01,ok,39
2024-12-07T08:00:01,ok,37
2024-12-07T09:00:01,ok,41
2024-12-07T10:00:01,ok,46
2024-12-07T11:00:01,ok,46
2024-12-07T12:00:01,ok,43
2024-12-07T13:00:01,ok,43
2024-12-07T14:00:02,ok,40
2024-12-07T15:00:01,ok,40
2024-12-07T16:00:01,ok,37
2024-12-07T17:00:01,ok,34
2024-12-07T18:00:01,ok,37
2024-12-07T19:00:01,ok,38
2024-12-07T20:00:01,ok,39
2024-12-07T21:00:01,ok,37
2024-12-07T22:00:01,ok,38
2024-12-07T23:00:01,ok,39
2024-12-08T00:00:01,ok,35
2024-12-08T02:00:01,ok,32
2024-12-08T07:00:01,ok,26
2024-12-08T09:00:01,ok,26
2024-12-08T11:00:01,ok,28
2024-12-08T12:00:01,ok,28
2024-12-08T13:00:01,ok,28
2024-12-08T14:00:01,ok,28
2024-12-08T16:00:01,ok,26
2024-12-08T17:00:01,ok,30
2024-12-08T18:00:01,ok,29
2024-12-08T19:00:01,ok,30
2024-12-08T20:00:01,ok,30
2024-12-08T21:00:01,ok,37
2024-12-08T22:00:01,ok,39
2024-12-08T23:00:01,ok,47
2024-12-09T00:00:01,ok,36
2024-12-09T06:00:01,ok,26
2024-12-09T07:00:01,ok,28
2024-12-09T08:00:01,ok,27
2024-12-09T09:00:01,ok,35
2024-12-09T10:00:01,ok,49
2024-12-09T11:00:01,ok,106
2024-12-09T12:00:01,ok,104
2024-12-09T13:00:01,ok,100
2024-12-09T14:00:02,ok,97
2024-12-09T15:00:01,ok,92
2024-12-09T16:00:01,ok,128
2024-12-09T17:00:01,ok,122
2024-12-09T18:00:01,ok,117
2024-12-09T19:00:01,ok,106
2024-12-09T20:00:01,ok,106
2024-12-09T21:00:01,ok,109
2024-12-09T22:00:01,ok,108
2024-12-09T23:00:01,ok,109
2024-12-10T00:00:01,ok,92
2024-12-10T01:00:01,ok,86
2024-12-10T06:00:01,ok,81
2024-12-10T07:00:01,ok,76
2024-12-10T09:00:01,ok,78
2024-12-10T10:00:01,ok,84
2024-12-10T11:00:01,ok,90
2024-12-10T12:00:01,ok,90
2024-12-10T13:00:01,ok,94
2024-12-10T14:00:01,ok,93
2024-12-10T15:00:01,ok,88
2024-12-10T16:00:01,ok,86
2024-12-10T17:00:01,ok,85
2024-12-10T18:00:01,ok,87
2024-12-10T19:00:01,ok,86
2024-12-10T20:00:01,ok,94
2024-12-10T21:00:01,ok,98
2024-12-11T00:00:01,ok,102
2024-12-11T01:00:01,ok,101
2024-12-11T06:00:01,ok,91
2024-12-11T09:00:01,ok,100
2024-12-11T10:00:01,ok,110
2024-12-11T11:00:01,ok,106
2024-12-11T12:00:01,ok,109
2024-12-11T13:00:01,ok,107
2024-12-11T14:00:01,ok,101
2024-12-11T15:00:01,ok,97
2024-12-11T16:00:01,ok,95
2024-12-11T17:00:01,ok,92
2024-12-11T18:00:01,ok,92
2024-12-11T19:00:01,ok,84
2024-12-11T20:00:01,ok,66
2024-12-11T21:00:01,ok,68
2024-12-11T22:00:01,ok,68
2024-12-11T23:00:01,ok,68
2024-12-12T00:00:01,ok,67
2024-12-12T01:00:01,ok,67
2024-12-12T05:00:01,ok,65
2024-12-12T06:00:01,ok,62
2024-12-12T07:00:01,ok,61
2024-12-12T08:00:01,ok,57
2024-12-12T09:00:01,ok,65
2024-12-12T10:00:01,ok,72
2024-12-12T11:00:01,ok,79
2024-12-12T12:00:01,ok,81
2024-12-12T13:00:01,ok,65
2024-12-12T14:00:01,ok,59
2024-12-12T15:00:01,ok,52
2024-12-12T16:00:01,ok,42
2024-12-12T17:00:01,ok,41
2024-12-12T18:00:01,ok,44
2024-12-12T20:00:01,ok,45
2024-12-12T21:00:01,ok,44
2024-12-12T22:00:01,ok,49
2024-12-12T23:00:01,ok,41
2024-12-13T00:00:01,ok,35
2024-12-13T01:00:01,ok,32
2024-12-13T04:00:01,ok,29
2024-12-13T05:00:01,ok,34
2024-12-13T07:00:01,ok,30
2024-12-13T09:00:01,ok,34
2024-12-13T10:00:01,ok,94
2024-12-13T11:00:01,ok,111
2024-12-13T12:00:01,ok,115
2024-12-13T13:00:01,ok,114
2024-12-13T14:00:01,ok,90
2024-12-13T15:00:01,ok,86
2024-12-13T16:00:01,ok,50
2024-12-13T17:00:01,ok,46
2024-12-13T18:00:01,ok,39
2024-12-13T19:00:01,ok,38
2024-12-13T20:00:01,ok,37
2024-12-13T21:00:01,ok,34
2024-12-13T22:00:01,ok,30
