snapshot_ts,status,observations
2022-02-01T00:00:01,ok,18
2022-02-01T01:00:01,ok,17
2022-02-01T06:00:01,ok,15
2022-02-01T07:00:01,ok,10
2022-02-01T08:00:01,ok,15
2022-02-01T09:00:01,ok,24
2022-02-01T10:00:02,ok,34
2022-02-01T11:00:01,ok,41
2022-02-01T12:00:01,ok,37
2022-02-01T13:00:01,ok,37
2022-02-01T14:00:01,ok,34
2022-02-01T15:00:01,ok,33
2022-02-01T16:00:01,ok,33
2022-02-01T17:00:01,ok,29
2022-02-01T18:00:01,ok,40
2022-02-01T19:00:01,ok,35
2022-02-01T20:00:01,ok,28
2022-02-01T21:00:01,ok,27
2022-02-01T22:00:01,ok,56
2022-02-02T00:00:01,ok,50
2022-02-02T01:00:01,ok,50
2022-02-02T02:00:01,ok,51
2022-02-02T06:00:01,ok,50
2022-02-02T08:00:01,ok,50
2022-02-02T09:00:01,ok,55
2022-02-02T10:00:01,ok,68
2022-02-02T11:00:01,ok,74
2022-02-02T12:00:01,ok,84
2022-02-02T13:00:01,ok,75
2022-02-02T14:00:01,ok,72
2022-02-02T15:00:01,ok,64
2022-02-02T16:00:01,ok,61
2022-02-02T17:00:02,ok,57
2022-02-02T18:00:01,ok,56
2022-02-02T19:00:01,ok,57
2022-02-02T20:00:01,ok,55
2022-02-02T21:00:01,ok,54
2022-02-02T22:00:01,ok,57
2022-02-02T23:00:01,ok,57
2022-02-03T00:00:01,ok,58
2022-02-03T06:00:01,ok,56
2022-02-03T07:00:01,ok,54
2022-02-03T09:00:01,ok,58
2022-02-03T10:00:01,ok,66
2022-02-03T11:00:01,ok,76
2022-02-03T12:00:01,ok,74
2022-02-03T13:00:01,ok,69
2022-02-03T14:00:01,ok,65
2022-02-03T15:00:01,ok,63
2022-02-03T16:00:01,ok,58
2022-02-03T17:00:01,ok,54
2022-02-03T18:00:01,ok,32
2022-02-03T19:00:01,ok,33
2022-02-03T20:00:01,ok,29
2022-02-03T21:00:01,ok,33
2022-02-03T22:00:01,ok,35
2022-02-03T23:00:01,ok,24
2022-02-04T00:00:01,ok,13
2022-02-04T01:00:01,ok,12
2022-02-04T07:00:01,ok,9
2022-02-04T08:00:01,ok,7
2022-02-04T09:00:01,ok,10
2022-02-04T10:00:01,ok,24
2022-02-04T11:00:01,ok,28
2022-02-04T12:00:01,ok,33
2022-02-04T13:00:01,ok,25
2022-02-04T14:00:01,ok,24
2022-02-04T15:00:01,ok,20
2022-02-04T17:00:01,ok,19
2022-02-04T18:00:01,ok,14
2022-02-04T19:00:01,ok,12
2022-02-04T20:00:01,ok,13
2022-02-04T22:00:01,ok,17
2022-02-04T23:00:01,ok,13
2022-02-05T00:00:01,ok,13
2022-02-05T01:00:01,ok,5
2022-02-05T07:00:01,ok,7
2022-02-05T09:00:01,ok,6
2022-02-05T10:00:01,ok,7
2022-02-05T12:00:01,ok,7
2022-02-05T13:00:01,ok,8
2022-02-05T14:00:01,ok,14
2022-02-05T15:00:01,ok,12
2022-02-05T18:00:01,ok,8
2022-02-05T19:00:01,ok,8
2022-02-05T20:00:01,ok,8
2022-02-05T21:00:01,ok,6
2022-02-06T00:00:01,ok,1
2022-02-06T07:00:01,empty,0
2022-02-06T13:00:01,ok,23
2022-02-06T14:00:01,ok,26
2022-02-06T16:00:01,ok,59
2022-02-06T17:00:01,ok,89
2022-02-06T18:00:01,ok,125
2022-02-06T19:00:01,ok,157
2022-02-06T20:00:01,ok,160
2022-02-06T21:00:01,ok,213
2022-02-06T22:00:01,ok,215
2022-02-06T23:00:01,ok,199
2022-02-07T00:00:01,ok,219
2022-02-07T01:00:01,ok,220
2022-02-07T02:00:01,ok,209
2022-02-07T06:00:01,ok,189
2022-02-07T07:00:01,ok,183
2022-02-07T08:00:01,ok,167
2022-02-07T09:00:01,ok,144
2022-02-07T10:00:01,ok,153
2022-02-07T11:00:01,ok,155
2022-02-07T12:00:01,ok,155
2022-02-07T13:00:01,ok,141
2022-02-07T14:00:01,ok,141
2022-02-07T15:00:01,ok,139
2022-02-07T16:00:01,ok,148
2022-02-07T17:00:01,ok,147
2022-02-07T18:00:01,ok,147
2022-02-07T19:00:01,ok,142
2022-02-07T20:00:01,ok,142
2022-02-07T21:00:01,ok,140
2022-02-07T22:00:01,ok,141
2022-02-07T23:00:01,ok,109
2022-02-08T00:00:01,ok,123
2022-02-08T01:00:01,ok,124
2022-02-08T03:00:01,ok,118
2022-02-08T06:00:01,ok,102
2022-02-08T07:00:01,ok,99
