snapshot_ts,status,observations
2023-01-01T00:00:01,ok,8
2023-01-01T01:00:01,empty,0
2023-01-02T14:00:01,ok,1
2023-01-02T22:00:01,ok,2
2023-01-03T06:00:01,ok,1
2023-01-03T09:00:01,ok,12
2023-01-03T10:00:01,ok,30
2023-01-03T11:00:01,ok,36
2023-01-03T12:00:02,ok,36
2023-01-03T13:00:01,ok,44
2023-01-03T14:00:01,ok,42
2023-01-03T15:00:01,ok,45
2023-01-03T16:00:01,ok,42
2023-01-03T18:00:01,ok,38
2023-01-03T20:00:01,ok,39
2023-01-03T21:00:01,ok,41
2023-01-03T22:00:01,ok,42
2023-01-04T00:00:01,ok,37
2023-01-04T01:00:01,ok,33
2023-01-04T06:00:01,ok,17
2023-01-04T07:00:01,ok,17
2023-01-04T08:00:01,ok,17
2023-01-04T09:00:01,ok,24
2023-01-04T10:00:01,ok,35
2023-01-04T11:00:01,ok,38
2023-01-04T12:00:01,ok,58
2023-01-04T13:00:01,ok,42
2023-01-04T14:00:01,ok,41
2023-01-04T15:00:01,ok,29
2023-01-04T16:00:01,ok,32
2023-01-04T17:00:01,ok,31
2023-01-04T18:00:01,ok,31
2023-01-04T20:00:01,ok,30
2023-01-04T21:00:01,ok,28
2023-01-04T22:00:01,ok,28
2023-01-04T23:00:01,ok,28
2023-01-05T00:00:01,ok,27
2023-01-05T06:00:01,ok,24
2023-01-05T08:00:01,ok,24
2023-01-05T09:00:01,ok,35
2023-01-05T10:00:01,ok,54
2023-01-05T11:00:01,ok,67
2023-01-05T12:00:01,ok,68
2023-01-05T13:00:01,ok,57
2023-01-05T14:00:01,ok,50
2023-01-05T15:00:02,ok,45
2023-01-05T16:00:01,ok,42
2023-01-05T17:00:01,ok,43
2023-01-05T18:00:01,ok,46
2023-01-05T19:00:01,ok,44
2023-01-05T20:00:01,ok,41
2023-01-05T21:00:01,ok,40
2023-01-05T22:00:02,ok,31
2023-01-05T23:00:01,ok,32
2023-01-06T00:00:01,ok,31
2023-01-06T01:00:01,ok,31
2023-01-06T06:00:01,ok,20
2023-01-06T07:00:01,ok,18
2023-01-06T08:00:01,ok,18
2023-01-06T09:00:01,ok,21
2023-01-06T10:00:02,ok,32
2023-01-06T11:00:01,ok,31
2023-01-06T12:00:01,ok,28
2023-01-06T13:00:01,ok,27
2023-01-06T14:00:01,ok,27
2023-01-06T15:00:02,ok,19
2023-01-06T16:00:01,ok,19
2023-01-06T18:00:01,ok,17
2023-01-06T19:00:01,ok,16
2023-01-06T20:00:01,ok,20
2023-01-06T21:00:01,ok,17
2023-01-06T22:00:01,ok,14
2023-01-07T00:00:01,ok,14
2023-01-07T01:00:01,ok,2
2023-01-07T06:00:01,ok,1
2023-01-07T09:00:01,ok,2
2023-01-07T14:00:01,ok,1
2023-01-07T16:00:02,ok,6
2023-01-07T18:00:01,ok,13
2023-01-07T19:00:01,ok,1
2023-01-08T09:00:02,ok,2
2023-01-08T10:00:01,ok,3
2023-01-08T11:00:01,ok,4
2023-01-08T12:00:01,ok,5
2023-01-08T13:00:01,ok,3
2023-01-08T15:00:01,ok,3
2023-01-08T17:00:01,ok,1
2023-01-08T18:00:01,ok,2
2023-01-08T19:00:01,ok,2
2023-01-09T08:00:01,ok,3
2023-01-09T09:00:01,ok,18
2023-01-09T10:00:01,ok,37
2023-01-09T11:00:01,ok,46
2023-01-09T12:00:01,ok,46
2023-01-09T13:00:01,ok,61
2023-01-09T14:00:01,ok,60
2023-01-09T15:00:01,ok,61
2023-01-09T16:00:01,ok,58
2023-01-09T17:00:01,ok,58
2023-01-09T18:00:01,ok,73
2023-01-09T19:00:01,ok,62
2023-01-09T20:00:01,ok,61
2023-01-09T21:00:01,ok,65
2023-01-09T22:00:01,ok,75
2023-01-09T23:00:02,ok,66
2023-01-10T00:00:01,ok,47
2023-01-10T01:00:01,ok,69
2023-01-10T07:00:01,ok,58
2023-01-10T09:00:01,ok,90
2023-01-10T10:00:01,ok,111
2023-01-10T11:00:01,ok,113
2023-01-10T12:00:01,ok,111
2023-01-10T13:00:01,ok,91
2023-01-10T14:00:01,ok,81
2023-01-10T15:00:01,ok,66
2023-01-10T16:00:01,ok,58
2023-01-10T17:00:01,ok,53
2023-01-10T18:00:01,ok,47
2023-01-10T19:00:01,ok,48
2023-01-10T20:00:01,ok,47
2023-01-10T21:00:01,ok,54
2023-01-10T22:00:01,ok,52
2023-01-10T23:00:01,ok,51
2023-01-11T00:00:01,ok,42
2023-01-11T01:00:01,ok,41
2023-01-11T02:00:01,ok,34
2023-01-11T06:00:01,ok,30
2023-01-11T07:00:01,ok,14
2023-01-11T08:00:01,ok,13
2023-01-11T09:00:01,ok,24
2023-01-11T10:00:02,ok,44
2023-01-11T11:00:01,ok,56
2023-01-11T12:00:01,ok,56
2023-01-11T13:00:01,ok,45
2023-01-11T14:00:01,ok,35
