snapshot_ts,status,observations
2024-02-01T00:00:01,ok,28
2024-02-01T06:00:01,ok,22
2024-02-01T07:00:01,ok,21
2024-02-01T09:00:02,ok,37
2024-02-01T10:00:01,ok,51
2024-02-01T11:00:01,ok,67
2024-02-01T12:00:01,ok,67
2024-02-01T13:00:01,ok,61
2024-02-01T14:00:01,ok,45
2024-02-01T15:00:01,ok,40
2024-02-01T16:00:01,ok,36
2024-02-01T19:00:01,ok,34
2024-02-01T20:00:01,ok,34
2024-02-01T21:00:01,ok,32
2024-02-01T22:00:01,ok,31
2024-02-01T23:00:01,ok,30
2024-02-02T01:00:01,ok,29
2024-02-02T02:00:01,ok,32
2024-02-02T06:00:01,ok,31
2024-02-02T07:00:01,ok,20
2024-02-02T08:00:01,ok,20
2024-02-02T09:00:01,ok,29
2024-02-02T10:00:01,ok,42
2024-02-02T11:00:01,ok,49
2024-02-02T12:00:01,ok,48
2024-02-02T13:00:01,ok,38
2024-02-02T14:00:01,ok,33
2024-02-02T15:00:01,ok,25
2024-02-02T16:00:01,ok,23
2024-02-02T18:00:01,ok,24
2024-02-02T19:00:01,ok,15
2024-02-02T21:00:01,ok,14
2024-02-02T22:00:01,ok,12
2024-02-02T23:00:01,ok,12
2024-02-03T00:00:01,ok,9
2024-02-03T01:00:01,ok,7
2024-02-03T06:00:01,ok,6
2024-02-03T07:00:01,ok,6
2024-02-03T09:00:01,ok,8
2024-02-03T10:00:01,ok,8
2024-02-03T11:00:01,ok,8
2024-02-03T13:00:01,ok,7
2024-02-03T15:00:01,ok,6
2024-02-03T19:00:01,ok,4
2024-02-03T20:00:01,empty,0
2024-02-03T22:00:01,ok,2
2024-02-04T20:00:01,empty,0
2024-02-05T09:00:01,ok,25
2024-02-05T10:00:01,ok,50
2024-02-05T11:00:01,ok,75
2024-02-05T12:00:01,ok,74
2024-02-05T13:00:01,ok,77
2024-02-05T14:00:01,ok,73
2024-02-05T15:00:01,ok,57
2024-02-05T16:00:01,ok,63
2024-02-05T17:00:01,ok,50
2024-02-05T18:00:01,ok,48
2024-02-05T19:00:01,ok,44
2024-02-05T22:00:01,ok,44
2024-02-05T23:00:01,ok,42
2024-02-06T01:00:01,ok,40
2024-02-06T06:00:01,ok,37
2024-02-06T07:00:01,ok,29
2024-02-06T09:00:01,ok,45
2024-02-06T10:00:01,ok,61
2024-02-06T11:00:01,ok,65
2024-02-06T12:00:01,ok,68
2024-02-06T13:00:01,ok,62
2024-02-06T14:00:01,ok,52
2024-02-06T15:00:01,ok,42
2024-02-06T16:00:01,ok,42
2024-02-06T17:00:01,ok,52
2024-02-06T18:00:01,ok,47
2024-02-06T19:00:01,ok,48
2024-02-06T20:00:01,ok,47
2024-02-06T21:00:02,ok,75
2024-02-06T22:00:01,ok,75
2024-02-06T23:00:01,ok,74
2024-02-07T00:00:01,ok,66
2024-02-07T01:00:01,ok,59
2024-02-07T06:00:01,ok,52
2024-02-07T07:00:01,ok,49
2024-02-07T09:00:01,ok,58
2024-02-07T10:00:01,ok,82
2024-02-07T11:00:01,ok,111
2024-02-07T12:00:01,ok,107
2024-02-07T13:00:01,ok,85
2024-02-07T14:00:01,ok,69
2024-02-07T15:00:01,ok,57
2024-02-07T16:00:01,ok,50
2024-02-07T17:00:01,ok,47
2024-02-07T18:00:01,ok,39
2024-02-07T19:00:01,ok,35
2024-02-07T20:00:01,ok,34
2024-02-07T21:00:01,ok,34
2024-02-07T22:00:01,ok,34
2024-02-07T23:00:01,ok,30
2024-02-08T00:00:01,ok,30
2024-02-08T06:00:01,ok,19
2024-02-08T10:00:01,ok,53
2024-02-08T11:00:01,ok,54
2024-02-08T12:00:01,ok,65
2024-02-08T13:00:01,ok,59
2024-02-08T14:00:01,ok,58
2024-02-08T15:00:01,ok,50
2024-02-08T16:00:01,ok,43
2024-02-08T17:00:01,ok,44
2024-02-08T18:00:01,ok,43
2024-02-08T19:00:01,ok,42
2024-02-08T20:00:01,ok,35
2024-02-08T21:00:01,ok,29
2024-02-08T23:00:01,ok,26
2024-02-09T01:00:01,ok,17
2024-02-09T09:00:01,ok,31
2024-02-09T10:00:01,ok,40
2024-02-09T11:00:01,ok,42
2024-02-09T12:00:01,ok,40
2024-02-09T13:00:01,ok,37
2024-02-09T14:00:01,ok,29
2024-02-09T15:00:01,ok,26
2024-02-09T16:00:01,ok,24
2024-02-09T17:00:02,ok,20
2024-02-09T18:00:01,ok,19
2024-02-09T19:00:01,ok,15
2024-02-09T20:00:01,ok,13
2024-02-09T22:00:01,ok,13
2024-02-09T23:00:01,ok,11
2024-02-10T00:00:01,ok,6
2024-02-10T06:00:01,ok,1
2024-02-10T07:00:01,ok,2
2024-02-10T08:00:01,ok,1
2024-02-10T10:00:01,ok,3
2024-02-10T11:00:01,ok,3
2024-02-10T12:00:01,ok,2
2024-02-10T15:00:01,ok,1
2024-02-10T16:00:01,empty,0
2024-02-10T22:00:01,ok,1
2024-02-11T08:00:01,ok,2
2024-02-11T11:00:01,ok,1
2024-02-11T16:00:01,empty,0
2024-02-12T07:00:01,ok,1
2024-02-12T09:00:01,ok,13
2024-02-12T10:00:01,ok,52
2024-02-12T11:00:01,ok,68
2024-02-12T12:00:01,ok,78
2024-02-12T13:00:01,ok,67
2024-02-12T14:00:01,ok,51
2024-02-12T15:00:01,ok,47
2024-02-12T16:00:01,ok,45
2024-02-12T17:00:01,ok,45
2024-02-12T18:00:01,ok,116
2024-02-12T19:00:01,ok,118
2024-02-12T20:00:01,ok,121
2024-02-12T21:00:01,ok,122
2024-02-12T22:00:01,ok,119
2024-02-13T00:00:01,ok,70
2024-02-13T01:00:01,ok,67
2024-02-13T02:00:01,ok,73
2024-02-13T06:00:01,ok,73
2024-02-13T09:00:01,ok,91
2024-02-13T10:00:01,ok,130
2024-02-13T11:00:01,ok,172
2024-02-13T12:00:01,ok,169
2024-02-13T13:00:01,ok,162
2024-02-13T14:00:01,ok,160
2024-02-13T15:00:01,ok,140
2024-02-13T16:00:01,ok,134
2024-02-13T17:00:01,ok,124
2024-02-13T18:00:01,ok,115
2024-02-13T19:00:01,ok,115
2024-02-13T20:00:01,ok,114
2024-02-13T21:00:01,ok,106
2024-02-13T22:00:01,ok,107
2024-02-13T23:00:01,ok,107
2024-02-14T00:00:01,ok,82
2024-02-14T01:00:01,ok,82
2024-02-14T06:00:01,ok,81
2024-02-14T07:00:01,ok,78
2024-02-14T09:00:01,ok,88
2024-02-14T10:00:01,ok,100
2024-02-14T11:00:01,ok,136
2024-02-14T12:00:01,ok,186
2024-02-14T13:00:01,ok,178
2024-02-14T14:00:01,ok,170
2024-02-14T15:00:01,ok,176
2024-02-14T16:00:01,ok,181
2024-02-14T17:00:01,ok,181
2024-02-14T18:00:01,ok,154
2024-02-14T19:00:01,ok,152
2024-02-14T20:00:01,ok,152
2024-02-14T21:00:01,ok,149
2024-02-14T22:00:01,ok,150
2024-02-14T23:00:01,ok,154
2024-02-15T00:00:01,ok,154
2024-02-15T06:00:01,ok,148
2024-02-15T07:00:01,ok,145
2024-02-15T08:00:01,ok,148
2024-02-15T09:00:01,ok,168
2024-02-15T10:00:01,ok,177
2024-02-15T11:00:01,ok,177
2024-02-15T12:00:01,ok,181
2024-02-15T13:00:01,ok,188
2024-02-15T14:00:01,ok,184
2024-02-15T15:00:01,ok,169
2024-02-15T16:00:01,ok,165
2024-02-15T17:00:01,ok,162
2024-02-15T18:00:01,ok,137
2024-02-15T19:00:01,ok,137
2024-02-15T20:00:01,ok,139
2024-02-15T21:00:01,ok,137
2024-02-15T22:00:01,ok,135
2024-02-15T23:00:01,ok,130
2024-02-16T00:00:01,ok,126
2024-02-16T01:00:01,ok,123
2024-02-16T06:00:01,ok,122
2024-02-16T07:00:01,ok,122
2024-02-16T08:00:01,ok,122
2024-02-16T09:00:01,ok,128
2024-02-16T10:00:01,ok,139
2024-02-16T11:00:01,ok,142
2024-02-16T12:00:01,ok,139
2024-02-16T13:00:01,ok,124
2024-02-16T14:00:01,ok,115
2024-02-16T15:00:01,ok,113
2024-02-16T16:00:01,ok,106
2024-02-16T17:00:01,ok,106
2024-02-16T18:00:01,ok,106
2024-02-16T19:00:01,ok,117
2024-02-16T20:00:01,ok,117
2024-02-16T21:00:01,ok,122
2024-02-16T22:00:01,ok,115
2024-02-16T23:00:01,ok,114
2024-02-17T00:00:01,ok,36
2024-02-17T01:00:01,ok,29
2024-02-17T03:00:01,ok,28
2024-02-17T04:00:01,ok,29
2024-02-17T06:00:01,ok,12
2024-02-17T07:00:01,ok,8
2024-02-17T09:00:01,ok,9
2024-02-17T10:00:01,ok,12
2024-02-17T11:00:01,ok,11
2024-02-17T12:00:01,ok,13
2024-02-17T13:00:01,ok,13
2024-02-17T17:00:01,ok,10
2024-02-17T18:00:01,ok,9
2024-02-17T21:00:01,ok,13
2024-02-18T00:00:01,ok,9
2024-02-18T07:00:01,ok,5
2024-02-18T09:00:01,ok,6
2024-02-18T10:00:01,ok,7
2024-02-18T11:00:01,ok,14
2024-02-18T12:00:01,ok,19
2024-02-18T14:00:01,ok,14
2024-02-18T15:00:01,ok,14
2024-02-18T16:00:01,ok,15
2024-02-18T17:00:01,ok,14
2024-02-18T19:00:01,ok,14
2024-02-18T20:00:01,ok,26
2024-02-18T21:00:01,ok,31
2024-02-18T23:00:01,ok,27
2024-02-19T00:00:01,ok,6
2024-02-19T07:00:01,ok,14
2024-02-19T09:00:01,ok,27
2024-02-19T10:00:01,ok,57
2024-02-19T11:00:01,ok,76
2024-02-19T12:00:01,ok,74
2024-02-19T13:00:01,ok,78
2024-02-19T14:00:01,ok,75
2024-02-19T15:00:01,ok,72
2024-02-19T16:00:01,ok,67
2024-02-19T17:00:01,ok,71
2024-02-19T18:00:01,ok,68
2024-02-19T20:00:01,ok,65
2024-02-19T21:00:01,ok,64
2024-02-19T22:00:01,ok,65
2024-02-19T23:00:02,ok,63
2024-02-20T00:00:01,ok,62
2024-02-20T01:00:01,ok,59
2024-02-20T07:00:01,ok,55
2024-02-20T08:00:01,ok,56
2024-02-20T09:00:01,ok,63
2024-02-20T10:00:01,ok,76
2024-02-20T11:00:01,ok,77
2024-02-20T12:00:02,ok,73
2024-02-20T13:00:01,ok,69
2024-02-20T14:00:01,ok,65
2024-02-20T16:00:01,ok,58
2024-02-20T17:00:01,ok,58
2024-02-20T18:00:01,ok,55
2024-02-20T20:00:01,ok,54
2024-02-21T01:00:01,ok,53
2024-02-21T09:00:01,ok,68
2024-02-21T10:00:01,ok,100
2024-02-21T11:00:01,ok,112
2024-02-21T12:00:01,ok,114
2024-02-21T13:00:02,ok,112
2024-02-21T14:00:01,ok,112
2024-02-21T15:00:01,ok,82
2024-02-21T16:00:01,ok,72
2024-02-21T17:00:01,ok,79
2024-02-21T18:00:01,ok,70
2024-02-21T19:00:01,ok,66
2024-02-21T20:00:01,ok,64
2024-02-21T21:00:01,ok,69
2024-02-21T22:00:01,ok,69
2024-02-21T23:00:01,ok,62
2024-02-22T00:00:01,ok,52
2024-02-22T01:00:01,ok,44
2024-02-22T06:00:01,ok,31
2024-02-22T07:00:01,ok,33
2024-02-22T09:00:01,ok,45
2024-02-22T10:00:01,ok,63
2024-02-22T11:00:01,ok,64
2024-02-22T12:00:01,ok,62
2024-02-22T13:00:01,ok,57
2024-02-22T14:00:01,ok,50
2024-02-22T15:00:01,ok,42
2024-02-22T16:00:01,ok,31
2024-02-22T17:00:01,ok,29
2024-02-22T18:00:01,ok,27
2024-02-22T19:00:01,ok,28
2024-02-22T21:00:01,ok,31
2024-02-22T23:00:01,ok,28
2024-02-23T01:00:01,ok,26
2024-02-23T03:00:01,ok,12
2024-02-23T07:00:01,ok,4
2024-02-23T09:00:01,ok,24
2024-02-23T10:00:01,ok,35
2024-02-23T11:00:01,ok,36
2024-02-23T12:00:01,ok,34
2024-02-23T13:00:01,ok,33
2024-02-23T14:00:01,ok,30
2024-02-23T15:00:01,ok,25
2024-02-23T16:00:01,ok,21
2024-02-23T17:00:02,ok,51
2024-02-23T19:00:01,ok,40
2024-02-23T20:00:01,ok,37
2024-02-23T21:00:01,ok,36
2024-02-23T22:00:01,ok,33
2024-02-24T00:00:01,ok,31
2024-02-24T23:00:01,ok,30
2024-02-25T02:00:01,ok,1
2024-02-25T08:00:01,empty,0
2024-02-25T12:00:01,ok,1
2024-02-25T15:00:01,ok,2
2024-02-25T17:00:01,ok,2
2024-02-25T19:00:01,ok,1
2024-02-26T00:00:01,ok,2
2024-02-26T06:00:01,ok,3
2024-02-26T07:00:01,ok,3
2024-02-26T09:00:01,ok,20
2024-02-26T10:00:01,ok,29
2024-02-26T11:00:01,ok,36
2024-02-26T12:00:01,ok,56
2024-02-26T13:00:01,ok,49
2024-02-26T14:00:01,ok,41
2024-02-26T15:00:01,ok,38
2024-02-26T16:00:01,ok,34
2024-02-26T17:00:01,ok,35
2024-02-26T18:00:01,ok,34
2024-02-26T21:00:01,ok,46
2024-02-26T23:00:01,ok,46
2024-02-27T00:00:01,ok,45
2024-02-27T02:00:01,ok,39
2024-02-27T04:00:01,ok,30
2024-02-27T07:00:01,ok,31
2024-02-27T08:00:01,ok,30
2024-02-27T09:00:01,ok,63
2024-02-27T10:00:01,ok,78
2024-02-27T11:00:01,ok,78
2024-02-27T12:00:01,ok,76
2024-02-27T13:00:01,ok,71
2024-02-27T14:00:01,ok,69
2024-02-27T15:00:01,ok,69
2024-02-27T16:00:01,ok,62
2024-02-27T17:00:01,ok,62
2024-02-27T18:00:01,ok,62
2024-02-27T19:00:01,ok,56
2024-02-27T20:00:01,ok,55
2024-02-27T21:00:01,ok,51
2024-02-27T22:00:02,ok,41
2024-02-27T23:00:01,ok,39
2024-02-28T00:00:01,ok,39
2024-02-28T07:00:01,ok,40
2024-02-28T09:00:01,ok,49
2024-02-28T10:00:01,ok,58
2024-02-28T11:00:01,ok,79
2024-02-28T12:00:01,ok,88
2024-02-28T13:00:01,ok,81
2024-02-28T14:00:01,ok,75
2024-02-28T15:00:01,ok,72
2024-02-28T16:00:01,ok,72
2024-02-28T17:00:01,ok,71
2024-02-28T18:00:01,ok,70
2024-02-28T21:00:01,ok,68
2024-02-28T23:00:01,ok,67
2024-02-29T00:00:01,ok,61
2024-02-29T01:00:01,ok,54
2024-02-29T03:00:01,ok,46
2024-02-29T04:00:01,ok,45
2024-02-29T06:00:01,ok,43
2024-02-29T07:00:01,ok,42
2024-02-29T09:00:01,ok,61
2024-02-29T10:00:01,ok,67
2024-02-29T11:00:01,ok,78
2024-02-29T12:00:01,ok,77
2024-02-29T13:00:01,ok,71
2024-02-29T15:00:01,ok,58
2024-02-29T16:00:01,ok,56
2024-02-29T18:00:01,ok,57
2024-02-29T19:00:01,ok,55
2024-02-29T20:00:01,ok,63
2024-02-29T21:00:01,ok,67
2024-02-29T22:00:01,ok,67
2024-02-29T23:00:01,ok,52
