incident_id,cause,first_seen_ts,last_seen_ts
255343464f8b,Lipsă parametrii pentru livrare apă caldă de consum,2024-07-01T06:00:01,2024-07-01T09:00:01
83d2f9053e7f,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2024-07-01T09:00:01,2024-07-01T14:00:01
83d2f9053e7f,"Lucrari de reparatii pe reteau termica primara Magistrala Grivița - CET Grozavesti conducta DN 1000 mm, în zona Șoselei Orhideelor.",2024-07-01T14:00:01,2024-07-01T18:00:01
83d2f9053e7f,"Lucrari de reparatii pe reteaua termica primara Magistrala Grivița - CET Grozavesti conducta DN 1000 mm, în zona Șoselei Orhideelor.",2024-07-01T19:00:01,2024-07-05T13:00:01
f67ee0681dc6,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2024-07-01T09:00:01,2024-07-01T13:00:01
6429b5a26f56,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2024-07-01T09:00:01,2024-07-01T12:00:01
729d79fd5341,Lucrări de înlocuire de conductă pe circuitul primar,2024-07-01T10:00:01,2024-07-01T17:00:01
729d79fd5341,Lucrări de înlocuire conductă pe circuitul primar,2024-07-01T18:00:01,2024-07-05T12:00:01
729d79fd5341,Lucrări de reparatii si modernizare a conducelor de retea primara executate de CMTEB si Compania Energetica,2024-07-05T13:00:01,2024-07-06T00:00:01
d3c453673673,Lucrări de înlocuire de conductă pe circuitul primar,2024-07-01T10:00:01,2024-07-01T17:00:01
d3c453673673,Lucrări de înlocuire conductă pe circuitul primar,2024-07-01T18:00:01,2024-07-05T12:00:01
d3c453673673,Lucrări de reparatii si modernizare a conducelor de retea primara executate de CMTEB si Compania Energetica,2024-07-05T13:00:01,2024-07-06T00:00:01
5025a5db9a39,Lucrări de înlocuire de conductă pe circuitul primar,2024-07-01T10:00:01,2024-07-01T17:00:01
5025a5db9a39,Lucrări de înlocuire conductă pe circuitul primar,2024-07-01T18:00:01,2024-07-05T12:00:01
5025a5db9a39,Lucrări de reparatii si modernizare a conducelor de retea primara executate de CMTEB si Compania Energetica,2024-07-05T13:00:01,2024-07-06T00:00:01
1b47a1224ae7,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2024-07-01T10:00:01,2024-07-01T11:00:01
b28434697b7e,Remediere avarie circuit primar - (str.Luica),2024-07-01T10:00:01,2024-07-02T15:00:01
530376090248,Remediere avarie circuit primar - (str.Luica),2024-07-01T10:00:01,2024-07-02T15:00:01
d042d1c2af28,Remediere avarie circuit primar - (str.Luica),2024-07-01T10:00:01,2024-07-02T15:00:01
bf7d8cd89563,Lucrari bucla de contorizare,2024-07-01T10:00:01,2024-07-01T12:00:01
