incident_id,cause,first_seen_ts,last_seen_ts
9181972408ad,Remediere avarie circuit primar,2023-12-01T00:00:01,2023-12-01T11:00:01
06d7c015044a,Funcționare deficitară a apei calde de consum și a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T06:00:01,2023-12-01T16:00:01
06d7c015044a,Funcționare deficitară a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T17:00:01,2023-12-01T19:00:01
72e7a6d75413,Funcționare deficitară a apei calde de consum și a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T06:00:01,2023-12-01T16:00:01
72e7a6d75413,Funcționare deficitară a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T17:00:01,2023-12-01T19:00:01
4f53b4c99ded,Funcționare deficitară a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T07:00:01,2023-12-01T07:00:01
0e124622927b,"Remediere avarie rețea secundară pe circuitul de încălzire, bloc 8A, sc. 2",2023-12-01T09:00:01,2023-12-01T15:00:01
433ed2404abb,Lipsa parametrii pentru livrare încălzire,2023-12-01T09:00:01,2023-12-01T09:00:01
f40e0e909c6d,Lipsa parametrii pentru livrare încălzire,2023-12-01T09:00:01,2023-12-01T09:00:01
f445fd4ff010,Lipsa parametri pentru livrare apă caldă de consum și încălzire,2023-12-01T11:00:01,2023-12-01T11:00:01
e45c8f289376,Lipsa parametri pentru livrare apă caldă de consum și încălzire,2023-12-01T11:00:01,2023-12-01T11:00:01
a7594143c46a,Lipsa parametri pentru livrare apă caldă de consum și încălzire,2023-12-01T11:00:01,2023-12-01T11:00:01
3bf2d716df03,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-01T11:00:01,2023-12-03T00:00:01
8f5609e88e9a,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-01T11:00:01,2023-12-01T17:00:01
5f6e06974d47,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-01T11:00:01,2023-12-02T00:00:01
eb03bad3b409,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-01T11:00:01,2023-12-04T15:00:01
1ad4b6c7d1b7,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-01T11:00:01,2023-12-04T09:00:01
745cf8520000,Lipsa parametri pentru încălzire,2023-12-01T13:00:01,2023-12-01T17:00:01
b5d50df88014,Lipsa parametri pentru încălzire,2023-12-01T13:00:01,2023-12-01T17:00:01
ddb989cc2ba0,Lipsa parametri pentru încălzire,2023-12-01T13:00:01,2023-12-01T17:00:01
83fb3389277e,Avarie Apa Nova lipsa alimentare cu apa rece la Centrala Termica /Stirbei Voda.,2023-12-01T14:00:01,2023-12-01T14:00:01
7233a0dff805,Funcționare deficitară a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T20:00:01,2023-12-01T20:00:01
54173e77394c,Funcționare deficitară a încălzirii din cauza manevrelor de echilibrare hidraulică a rețelei termice,2023-12-01T20:00:01,2023-12-02T17:00:01
68cedb05681b,Remediere avarie- apartine Complexului Studentesc,2023-12-02T11:00:01,2023-12-04T18:00:01
1cbcd57b713e,Lipsa parametri pentru livrare apă caldă de consum și încălzire,2023-12-02T17:00:01,2023-12-06T08:00:01
1389a48bf5a6,Lipsa parametri pentru livrare apă caldă de consum și încălzire din cauza lucrărilor de pe str. Dezrobirii care afectează ruta de alimentare a punctelor termice.,2023-12-02T17:00:01,2023-12-02T18:00:01
