level,sector,pt_name,cause_class,slip_bucket,hits,n
pt_cause_slip,1,1 Aviatiei,balancing,0,10,21
pt_cause_slip,1,1 Aviatiei,balancing,1,5,11
pt_cause_slip,1,1 Aviatiei,balancing,2,2,7
pt_cause_slip,1,1 Aviatiei,balancing,3+,3,25
pt_cause_slip,1,1 Aviatiei,breakdown,0,33,98
pt_cause_slip,1,1 Aviatiei,breakdown,1,14,44
pt_cause_slip,1,1 Aviatiei,breakdown,2,7,15
pt_cause_slip,1,1 Aviatiei,breakdown,3+,4,8
pt_cause_slip,1,1 Aviatiei,maneuvers,3+,0,1
pt_cause_slip,1,1 Aviatiei,missing_params,0,12,37
pt_cause_slip,1,1 Aviatiei,missing_params,1,18,28
pt_cause_slip,1,1 Aviatiei,missing_params,2,5,17
pt_cause_slip,1,1 Aviatiei,missing_params,3+,13,62
pt_cause_slip,1,1 Aviatiei,other,0,8,9
pt_cause_slip,1,1 Aviatiei,other,1,2,2
pt_cause_slip,1,1 Aviatiei,other,2,2,2
pt_cause_slip,1,1 Aviatiei,planned_works,0,12,21
pt_cause_slip,1,1 Aviatiei,planned_works,1,1,8
pt_cause_slip,1,1 Aviatiei,planned_works,2,1,4
pt_cause_slip,1,1 Aviatiei,planned_works,3+,0,1
pt_cause_slip,1,1 Aviatiei - Partial,breakdown,0,0,15
pt_cause_slip,1,1 Aviatiei - Partial,other,0,1,1
pt_cause_slip,1,1 Banu Manta,balancing,0,4,11
pt_cause_slip,1,1 Banu Manta,balancing,1,1,8
pt_cause_slip,1,1 Banu Manta,balancing,2,0,2
pt_cause_slip,1,1 Banu Manta,balancing,3+,1,3
pt_cause_slip,1,1 Banu Manta,breakdown,0,18,42
pt_cause_slip,1,1 Banu Manta,breakdown,1,6,18
pt_cause_slip,1,1 Banu Manta,breakdown,2,1,2
pt_cause_slip,1,1 Banu Manta,breakdown,3+,0,7
pt_cause_slip,1,1 Banu Manta,missing_params,0,10,26
pt_cause_slip,1,1 Banu Manta,missing_params,1,7,13
pt_cause_slip,1,1 Banu Manta,missing_params,2,4,8
pt_cause_slip,1,1 Banu Manta,missing_params,3+,1,10
pt_cause_slip,1,1 Banu Manta,other,0,1,2
pt_cause_slip,1,1 Banu Manta,planned_works,0,7,21
pt_cause_slip,1,1 Banu Manta,planned_works,1,0,3
pt_cause_slip,1,1 Banu Manta,planned_works,2,1,2
pt_cause_slip,1,1 Banu Manta,planned_works,3+,3,3
pt_cause_slip,1,1 Banu Manta - Partial,breakdown,0,2,11
pt_cause_slip,1,1 Banu Manta - Partial,breakdown,1,2,4
pt_cause_slip,1,1 Bucurestii Noi,balancing,0,3,11
pt_cause_slip,1,1 Bucurestii Noi,balancing,1,1,5
pt_cause_slip,1,1 Bucurestii Noi,balancing,2,1,2
pt_cause_slip,1,1 Bucurestii Noi,balancing,3+,1,19
pt_cause_slip,1,1 Bucurestii Noi,breakdown,0,30,34
pt_cause_slip,1,1 Bucurestii Noi,breakdown,1,6,8
pt_cause_slip,1,1 Bucurestii Noi,breakdown,2,0,3
pt_cause_slip,1,1 Bucurestii Noi,breakdown,3+,0,2
pt_cause_slip,1,1 Bucurestii Noi,missing_params,0,27,69
pt_cause_slip,1,1 Bucurestii Noi,missing_params,1,5,20
pt_cause_slip,1,1 Bucurestii Noi,missing_params,2,1,12
pt_cause_slip,1,1 Bucurestii Noi,missing_params,3+,5,17
pt_cause_slip,1,1 Bucurestii Noi,other,0,1,4
pt_cause_slip,1,1 Bucurestii Noi,other,1,2,2
pt_cause_slip,1,1 Bucurestii Noi,planned_works,0,4,14
pt_cause_slip,1,1 Bucurestii Noi,planned_works,1,2,5
pt_cause_slip,1,1 Bucurestii Noi - Partial,breakdown,0,2,3
pt_cause_slip,1,1 Ilie Pintilie,balancing,0,10,19
pt_cause_slip,1,1 Ilie Pintilie,balancing,1,1,10
pt_cause_slip,1,1 Ilie Pintilie,balancing,2,2,7
pt_cause_slip,1,1 Ilie Pintilie,balancing,3+,4,32
pt_cause_slip,1,1 Ilie Pintilie,breakdown,0,10,36
pt_cause_slip,1,1 Ilie Pintilie,breakdown,1,6,21
pt_cause_slip,1,1 Ilie Pintilie,breakdown,2,4,8
pt_cause_slip,1,1 Ilie Pintilie,breakdown,3+,5,9
pt_cause_slip,1,1 Ilie Pintilie,missing_params,0,14,29
pt_cause_slip,1,1 Ilie Pintilie,missing_params,1,6,22
pt_cause_slip,1,1 Ilie Pintilie,missing_params,2,4,16
pt_cause_slip,1,1 Ilie Pintilie,missing_params,3+,3,31
pt_cause_slip,1,1 Ilie Pintilie,other,0,6,6
pt_cause_slip,1,1 Ilie Pintilie,other,1,2,2
pt_cause_slip,1,1 Ilie Pintilie,planned_works,0,11,19
pt_cause_slip,1,1 Ilie Pintilie,planned_works,1,1,2
pt_cause_slip,1,1 Ilie Pintilie,planned_works,2,2,2
pt_cause_slip,1,1 Ilie Pintilie - Partial,breakdown,0,2,7
pt_cause_slip,1,1 Ilie Pintilie - Partial,breakdown,1,0,4
pt_cause_slip,1,1 Ilie Pintilie - Partial,breakdown,2,1,1
pt_cause_slip,1,1 Titulescu,balancing,0,2,7
pt_cause_slip,1,1 Titulescu,balancing,1,3,4
pt_cause_slip,1,1 Titulescu,balancing,3+,0,2
pt_cause_slip,1,1 Titulescu,breakdown,0,15,34
pt_cause_slip,1,1 Titulescu,breakdown,1,6,12
pt_cause_slip,1,1 Titulescu,breakdown,2,1,4
pt_cause_slip,1,1 Titulescu,breakdown,3+,1,1
pt_cause_slip,1,1 Titulescu,missing_params,0,7,18
pt_cause_slip,1,1 Titulescu,missing_params,1,2,11
pt_cause_slip,1,1 Titulescu,missing_params,2,3,7
pt_cause_slip,1,1 Titulescu,missing_params,3+,1,2
pt_cause_slip,1,1 Titulescu,other,0,2,2
pt_cause_slip,1,1 Titulescu,planned_works,0,6,13
pt_cause_slip,1,1 Titulescu,planned_works,1,0,2
pt_cause_slip,1,1 Titulescu,planned_works,2,1,2
pt_cause_slip,1,1 Titulescu,planned_works,3+,1,1
pt_cause_slip,1,1 Titulescu - Partial,breakdown,0,2,6
pt_cause_slip,1,1 Turda,balancing,0,2,15
pt_cause_slip,1,1 Turda,balancing,1,4,8
pt_cause_slip,1,1 Turda,balancing,2,0,3
pt_cause_slip,1,1 Turda,balancing,3+,1,4
pt_cause_slip,1,1 Turda,breakdown,0,31,73
pt_cause_slip,1,1 Turda,breakdown,1,7,23
pt_cause_slip,1,1 Turda,breakdown,2,1,9
pt_cause_slip,1,1 Turda,breakdown,3+,7,12
pt_cause_slip,1,1 Turda,missing_params,0,16,64
pt_cause_slip,1,1 Turda,missing_params,1,16,42
pt_cause_slip,1,1 Turda,missing_params,2,7,19
pt_cause_slip,1,1 Turda,missing_params,3+,9,39
pt_cause_slip,1,1 Turda,other,0,2,3
pt_cause_slip,1,1 Turda,planned_works,0,6,17
pt_cause_slip,1,1 Turda,planned_works,1,1,3
pt_cause_slip,1,1 Turda,planned_works,2,0,3
pt_cause_slip,1,1 Turda,planned_works,3+,0,5
pt_cause_slip,1,1 Turda - Partial,breakdown,0,4,6
pt_cause_slip,1,1 Turda - Partial,breakdown,1,0,1
pt_cause_slip,1,10 Bucurestii Noi,balancing,0,0,2
pt_cause_slip,1,10 Bucurestii Noi,balancing,1,0,1
pt_cause_slip,1,10 Bucurestii Noi,balancing,3+,1,2
pt_cause_slip,1,10 Bucurestii Noi,breakdown,0,32,39
pt_cause_slip,1,10 Bucurestii Noi,breakdown,1,8,9
pt_cause_slip,1,10 Bucurestii Noi,breakdown,2,0,3
pt_cause_slip,1,10 Bucurestii Noi,breakdown,3+,0,2
pt_cause_slip,1,10 Bucurestii Noi,missing_params,0,11,32
pt_cause_slip,1,10 Bucurestii Noi,missing_params,1,3,11
pt_cause_slip,1,10 Bucurestii Noi,missing_params,2,1,7
pt_cause_slip,1,10 Bucurestii Noi,missing_params,3+,4,9
pt_cause_slip,1,10 Bucurestii Noi,other,0,3,4
pt_cause_slip,1,10 Bucurestii Noi,planned_works,0,4,18
pt_cause_slip,1,10 Bucurestii Noi,planned_works,1,1,6
pt_cause_slip,1,10-1 Mai,balancing,0,6,21
pt_cause_slip,1,10-1 Mai,balancing,1,3,8
pt_cause_slip,1,10-1 Mai,balancing,2,1,3
pt_cause_slip,1,10-1 Mai,balancing,3+,3,11
pt_cause_slip,1,10-1 Mai,breakdown,0,21,48
pt_cause_slip,1,10-1 Mai,breakdown,1,4,16
pt_cause_slip,1,10-1 Mai,breakdown,2,1,7
pt_cause_slip,1,10-1 Mai,breakdown,3+,1,4
pt_cause_slip,1,10-1 Mai,missing_params,0,22,56
pt_cause_slip,1,10-1 Mai,missing_params,1,9,26
pt_cause_slip,1,10-1 Mai,missing_params,2,8,19
pt_cause_slip,1,10-1 Mai,missing_params,3+,5,15
pt_cause_slip,1,10-1 Mai,other,0,4,7
pt_cause_slip,1,10-1 Mai,other,1,0,2
pt_cause_slip,1,10-1 Mai,planned_works,0,7,12
pt_cause_slip,1,10-1 Mai,planned_works,1,1,1
pt_cause_slip,1,10-1 Mai,planned_works,3+,0,4
pt_cause_slip,1,10-22 Duca,balancing,0,6,11
pt_cause_slip,1,10-22 Duca,balancing,1,3,3
pt_cause_slip,1,10-22 Duca,balancing,2,0,1
pt_cause_slip,1,10-22 Duca,breakdown,0,32,69
pt_cause_slip,1,10-22 Duca,breakdown,1,15,32
pt_cause_slip,1,10-22 Duca,breakdown,2,3,4
pt_cause_slip,1,10-22 Duca,breakdown,3+,2,4
pt_cause_slip,1,10-22 Duca,missing_params,0,10,25
pt_cause_slip,1,10-22 Duca,missing_params,1,8,16
pt_cause_slip,1,10-22 Duca,missing_params,2,5,8
pt_cause_slip,1,10-22 Duca,missing_params,3+,0,1
pt_cause_slip,1,10-22 Duca,other,0,0,1
pt_cause_slip,1,10-22 Duca,planned_works,0,3,12
pt_cause_slip,1,10-22 Duca,planned_works,1,1,5
pt_cause_slip,1,10-22 Duca,planned_works,2,0,2
pt_cause_slip,1,10-22 Duca,planned_works,3+,1,5
pt_cause_slip,1,10-22 Duca - Partial,breakdown,0,2,3
pt_cause_slip,1,11 Dorobanti,balancing,0,18,39
pt_cause_slip,1,11 Dorobanti,balancing,1,7,20
pt_cause_slip,1,11 Dorobanti,balancing,2,3,10
pt_cause_slip,1,11 Dorobanti,balancing,3+,2,51
pt_cause_slip,1,11 Dorobanti,breakdown,0,15,59
pt_cause_slip,1,11 Dorobanti,breakdown,1,12,33
pt_cause_slip,1,11 Dorobanti,breakdown,2,3,15
pt_cause_slip,1,11 Dorobanti,breakdown,3+,3,18
pt_cause_slip,1,11 Dorobanti,missing_params,0,20,54
pt_cause_slip,1,11 Dorobanti,missing_params,1,12,42
pt_cause_slip,1,11 Dorobanti,missing_params,2,4,28
pt_cause_slip,1,11 Dorobanti,missing_params,3+,17,86
pt_cause_slip,1,11 Dorobanti,other,0,6,8
pt_cause_slip,1,11 Dorobanti,other,1,3,4
pt_cause_slip,1,11 Dorobanti,planned_works,0,12,28
pt_cause_slip,1,11 Dorobanti,planned_works,1,1,6
pt_cause_slip,1,11 Dorobanti,planned_works,2,2,3
pt_cause_slip,1,11 Dorobanti,planned_works,3+,2,4
pt_cause_slip,1,12 Gostat,balancing,0,6,22
pt_cause_slip,1,12 Gostat,balancing,1,1,13
pt_cause_slip,1,12 Gostat,balancing,2,5,14
pt_cause_slip,1,12 Gostat,balancing,3+,5,42
pt_cause_slip,1,12 Gostat,breakdown,0,17,64
pt_cause_slip,1,12 Gostat,breakdown,1,7,35
pt_cause_slip,1,12 Gostat,breakdown,2,4,15
pt_cause_slip,1,12 Gostat,breakdown,3+,8,19
pt_cause_slip,1,12 Gostat,missing_params,0,24,57
pt_cause_slip,1,12 Gostat,missing_params,1,12,38
pt_cause_slip,1,12 Gostat,missing_params,2,8,30
pt_cause_slip,1,12 Gostat,missing_params,3+,12,73
pt_cause_slip,1,12 Gostat,other,0,5,7
pt_cause_slip,1,12 Gostat,other,1,4,4
pt_cause_slip,1,12 Gostat,planned_works,0,13,28
pt_cause_slip,1,12 Gostat,planned_works,1,2,7
pt_cause_slip,1,12 Gostat,planned_works,2,2,3
pt_cause_slip,1,12 Gostat,planned_works,3+,1,1
pt_cause_slip,1,12 Gostat - Partial,breakdown,0,3,4
pt_cause_slip,1,12-1 Mai,balancing,0,4,15
pt_cause_slip,1,12-1 Mai,balancing,1,2,7
pt_cause_slip,1,12-1 Mai,balancing,2,2,2
pt_cause_slip,1,12-1 Mai,balancing,3+,1,5
pt_cause_slip,1,12-1 Mai,breakdown,0,24,41
pt_cause_slip,1,12-1 Mai,breakdown,1,3,10
pt_cause_slip,1,12-1 Mai,breakdown,2,2,3
pt_cause_slip,1,12-1 Mai,breakdown,3+,0,1
pt_cause_slip,1,12-1 Mai,missing_params,0,12,26
pt_cause_slip,1,12-1 Mai,missing_params,1,4,10
pt_cause_slip,1,12-1 Mai,missing_params,2,1,6
pt_cause_slip,1,12-1 Mai,missing_params,3+,4,10
pt_cause_slip,1,12-1 Mai,other,0,1,2
pt_cause_slip,1,12-1 Mai,planned_works,0,7,14
pt_cause_slip,1,12-1 Mai,planned_works,1,1,3
pt_cause_slip,1,12-1 Mai,planned_works,2,1,2
pt_cause_slip,1,12-1 Mai,planned_works,3+,0,1
pt_cause_slip,1,12-1 Mai - Partial,breakdown,0,1,4
pt_cause_slip,1,12-1 Mai - Partial,breakdown,1,0,1
pt_cause_slip,1,126-1 Mai,balancing,0,3,12
pt_cause_slip,1,126-1 Mai,balancing,1,2,7
pt_cause_slip,1,126-1 Mai,balancing,2,0,4
pt_cause_slip,1,126-1 Mai,balancing,3+,0,6
pt_cause_slip,1,126-1 Mai,breakdown,0,28,58
pt_cause_slip,1,126-1 Mai,breakdown,1,7,22
pt_cause_slip,1,126-1 Mai,breakdown,2,2,13
pt_cause_slip,1,126-1 Mai,breakdown,3+,6,12
pt_cause_slip,1,126-1 Mai,missing_params,0,31,85
pt_cause_slip,1,126-1 Mai,missing_params,1,13,36
pt_cause_slip,1,126-1 Mai,missing_params,2,6,20
pt_cause_slip,1,126-1 Mai,missing_params,3+,8,46
pt_cause_slip,1,126-1 Mai,other,0,4,4
pt_cause_slip,1,126-1 Mai,planned_works,0,8,18
pt_cause_slip,1,126-1 Mai,planned_works,1,0,3
pt_cause_slip,1,126-1 Mai,planned_works,2,2,2
pt_cause_slip,1,126-1 Mai,planned_works,3+,0,2
pt_cause_slip,1,126-1 Mai - Partial,breakdown,0,0,3
pt_cause_slip,1,126-1 Mai - Partial,breakdown,1,0,1
pt_cause_slip,1,13-1 Mai,balancing,0,8,26
pt_cause_slip,1,13-1 Mai,balancing,1,4,16
pt_cause_slip,1,13-1 Mai,balancing,2,0,10
pt_cause_slip,1,13-1 Mai,balancing,3+,4,16
pt_cause_slip,1,13-1 Mai,breakdown,0,27,62
pt_cause_slip,1,13-1 Mai,breakdown,1,6,15
pt_cause_slip,1,13-1 Mai,breakdown,2,3,3
pt_cause_slip,1,13-1 Mai,breakdown,3+,4,4
pt_cause_slip,1,13-1 Mai,missing_params,0,21,76
pt_cause_slip,1,13-1 Mai,missing_params,1,14,39
pt_cause_slip,1,13-1 Mai,missing_params,2,13,22
pt_cause_slip,1,13-1 Mai,missing_params,3+,7,31
pt_cause_slip,1,13-1 Mai,other,0,3,3
pt_cause_slip,1,13-1 Mai,other,1,0,1
pt_cause_slip,1,13-1 Mai,other,2,0,1
pt_cause_slip,1,13-1 Mai,other,3+,0,1
pt_cause_slip,1,13-1 Mai,planned_works,0,12,23
pt_cause_slip,1,13-1 Mai,planned_works,1,0,2
pt_cause_slip,1,13-1 Mai,planned_works,2,0,2
pt_cause_slip,1,13-1 Mai,planned_works,3+,0,2
pt_cause_slip,1,13-1 Mai - Partial,breakdown,0,2,18
pt_cause_slip,1,140 – 1 Mai,balancing,0,4,13
pt_cause_slip,1,140 – 1 Mai,balancing,1,2,10
pt_cause_slip,1,140 – 1 Mai,balancing,2,0,4
pt_cause_slip,1,140 – 1 Mai,balancing,3+,1,5
pt_cause_slip,1,140 – 1 Mai,breakdown,0,32,64
pt_cause_slip,1,140 – 1 Mai,breakdown,1,8,22
pt_cause_slip,1,140 – 1 Mai,breakdown,2,2,13
pt_cause_slip,1,140 – 1 Mai,breakdown,3+,8,13
pt_cause_slip,1,140 – 1 Mai,missing_params,0,31,83
pt_cause_slip,1,140 – 1 Mai,missing_params,1,10,37
pt_cause_slip,1,140 – 1 Mai,missing_params,2,6,20
pt_cause_slip,1,140 – 1 Mai,missing_params,3+,8,44
pt_cause_slip,1,140 – 1 Mai,other,0,3,3
pt_cause_slip,1,140 – 1 Mai,other,1,1,1
pt_cause_slip,1,140 – 1 Mai,planned_works,0,5,17
pt_cause_slip,1,140 – 1 Mai,planned_works,1,1,4
pt_cause_slip,1,140 – 1 Mai,planned_works,2,2,2
pt_cause_slip,1,140 – 1 Mai,planned_works,3+,0,2
pt_cause_slip,1,146 Grivita,balancing,0,7,18
pt_cause_slip,1,146 Grivita,balancing,1,1,5
pt_cause_slip,1,146 Grivita,balancing,2,1,4
pt_cause_slip,1,146 Grivita,balancing,3+,4,8
pt_cause_slip,1,146 Grivita,breakdown,0,29,72
pt_cause_slip,1,146 Grivita,breakdown,1,11,31
pt_cause_slip,1,146 Grivita,breakdown,2,7,11
pt_cause_slip,1,146 Grivita,breakdown,3+,1,5
pt_cause_slip,1,146 Grivita,missing_params,0,9,29
pt_cause_slip,1,146 Grivita,missing_params,1,11,24
pt_cause_slip,1,146 Grivita,missing_params,2,7,11
pt_cause_slip,1,146 Grivita,missing_params,3+,3,5
pt_cause_slip,1,146 Grivita,other,0,0,1
pt_cause_slip,1,146 Grivita,planned_works,0,4,12
pt_cause_slip,1,146 Grivita,planned_works,1,0,4
pt_cause_slip,1,146 Grivita,planned_works,2,1,3
pt_cause_slip,1,146 Grivita,planned_works,3+,1,1
pt_cause_slip,1,146 Grivita - Partial,breakdown,0,2,2
pt_cause_slip,1,148 Grivita,balancing,0,6,24
pt_cause_slip,1,148 Grivita,balancing,1,0,9
pt_cause_slip,1,148 Grivita,balancing,2,2,7
pt_cause_slip,1,148 Grivita,balancing,3+,4,17
pt_cause_slip,1,148 Grivita,breakdown,0,27,70
pt_cause_slip,1,148 Grivita,breakdown,1,11,32
pt_cause_slip,1,148 Grivita,breakdown,2,7,10
pt_cause_slip,1,148 Grivita,breakdown,3+,2,3
pt_cause_slip,1,148 Grivita,missing_params,0,11,28
pt_cause_slip,1,148 Grivita,missing_params,1,9,22
pt_cause_slip,1,148 Grivita,missing_params,2,7,12
pt_cause_slip,1,148 Grivita,missing_params,3+,3,6
pt_cause_slip,1,148 Grivita,other,0,0,1
pt_cause_slip,1,148 Grivita,planned_works,0,3,7
pt_cause_slip,1,148 Grivita,planned_works,1,0,4
pt_cause_slip,1,148 Grivita,planned_works,2,1,3
pt_cause_slip,1,148 Grivita,planned_works,3+,1,1
pt_cause_slip,1,150 Grivita,balancing,0,5,19
pt_cause_slip,1,150 Grivita,balancing,1,0,7
pt_cause_slip,1,150 Grivita,balancing,2,2,5
pt_cause_slip,1,150 Grivita,balancing,3+,5,14
pt_cause_slip,1,150 Grivita,breakdown,0,29,71
pt_cause_slip,1,150 Grivita,breakdown,1,14,33
pt_cause_slip,1,150 Grivita,breakdown,2,9,13
pt_cause_slip,1,150 Grivita,breakdown,3+,1,5
pt_cause_slip,1,150 Grivita,missing_params,0,10,33
pt_cause_slip,1,150 Grivita,missing_params,1,11,29
pt_cause_slip,1,150 Grivita,missing_params,2,8,15
pt_cause_slip,1,150 Grivita,missing_params,3+,3,5
pt_cause_slip,1,150 Grivita,other,0,0,1
pt_cause_slip,1,150 Grivita,planned_works,0,4,9
pt_cause_slip,1,150 Grivita,planned_works,1,0,4
pt_cause_slip,1,150 Grivita,planned_works,2,1,3
pt_cause_slip,1,150 Grivita,planned_works,3+,1,1
pt_cause_slip,1,156 Grivita,balancing,0,4,11
pt_cause_slip,1,156 Grivita,balancing,1,2,6
pt_cause_slip,1,156 Grivita,balancing,2,0,1
pt_cause_slip,1,156 Grivita,balancing,3+,1,2
pt_cause_slip,1,156 Grivita,breakdown,0,16,33
pt_cause_slip,1,156 Grivita,breakdown,1,4,10
pt_cause_slip,1,156 Grivita,breakdown,2,1,1
pt_cause_slip,1,156 Grivita,breakdown,3+,0,2
pt_cause_slip,1,156 Grivita,missing_params,0,9,18
pt_cause_slip,1,156 Grivita,missing_params,1,2,9
pt_cause_slip,1,156 Grivita,missing_params,2,1,4
pt_cause_slip,1,156 Grivita,missing_params,3+,0,1
pt_cause_slip,1,156 Grivita,other,0,1,3
pt_cause_slip,1,156 Grivita,planned_works,0,3,9
pt_cause_slip,1,156 Grivita,planned_works,1,1,4
pt_cause_slip,1,156 Grivita,planned_works,2,1,3
pt_cause_slip,1,156 Grivita,planned_works,3+,1,3
pt_cause_slip,1,17-19 Bucurestii Noi,balancing,0,0,3
pt_cause_slip,1,17-19 Bucurestii Noi,balancing,1,0,3
pt_cause_slip,1,17-19 Bucurestii Noi,balancing,2,0,2
pt_cause_slip,1,17-19 Bucurestii Noi,balancing,3+,1,8
pt_cause_slip,1,17-19 Bucurestii Noi,breakdown,0,27,47
pt_cause_slip,1,17-19 Bucurestii Noi,breakdown,1,12,20
pt_cause_slip,1,17-19 Bucurestii Noi,breakdown,2,2,9
pt_cause_slip,1,17-19 Bucurestii Noi,breakdown,3+,2,20
pt_cause_slip,1,17-19 Bucurestii Noi,missing_params,0,15,33
pt_cause_slip,1,17-19 Bucurestii Noi,missing_params,1,2,7
pt_cause_slip,1,17-19 Bucurestii Noi,missing_params,2,1,6
pt_cause_slip,1,17-19 Bucurestii Noi,missing_params,3+,4,11
pt_cause_slip,1,17-19 Bucurestii Noi,other,0,1,2
pt_cause_slip,1,17-19 Bucurestii Noi,other,1,3,3
pt_cause_slip,1,17-19 Bucurestii Noi,planned_works,0,7,16
pt_cause_slip,1,17-19 Bucurestii Noi,planned_works,1,1,4
pt_cause_slip,1,2 Aviatiei,balancing,0,8,32
pt_cause_slip,1,2 Aviatiei,balancing,1,3,16
pt_cause_slip,1,2 Aviatiei,balancing,2,8,16
pt_cause_slip,1,2 Aviatiei,balancing,3+,5,33
pt_cause_slip,1,2 Aviatiei,breakdown,0,34,101
pt_cause_slip,1,2 Aviatiei,breakdown,1,12,46
pt_cause_slip,1,2 Aviatiei,breakdown,2,4,14
pt_cause_slip,1,2 Aviatiei,breakdown,3+,5,12
pt_cause_slip,1,2 Aviatiei,maneuvers,2,0,1
pt_cause_slip,1,2 Aviatiei,missing_params,0,37,163
pt_cause_slip,1,2 Aviatiei,missing_params,1,48,101
pt_cause_slip,1,2 Aviatiei,missing_params,2,9,52
pt_cause_slip,1,2 Aviatiei,missing_params,3+,34,126
pt_cause_slip,1,2 Aviatiei,other,0,3,4
pt_cause_slip,1,2 Aviatiei,other,1,2,2
pt_cause_slip,1,2 Aviatiei,other,2,2,2
pt_cause_slip,1,2 Aviatiei,other,3+,1,1
pt_cause_slip,1,2 Aviatiei,planned_works,0,7,17
pt_cause_slip,1,2 Aviatiei,planned_works,1,1,9
pt_cause_slip,1,2 Aviatiei,planned_works,2,1,4
pt_cause_slip,1,2 Aviatiei,planned_works,3+,1,2
pt_cause_slip,1,2 Aviatiei - Partial,breakdown,0,12,30
pt_cause_slip,1,2 Aviatiei - Partial,breakdown,1,0,7
pt_cause_slip,1,2 Aviatiei - Partial,breakdown,2,0,2
pt_cause_slip,1,2 Aviatiei - Partial,other,0,0,1
pt_cause_slip,1,2 Aviatiei - Partial,planned_works,0,1,1
pt_cause_slip,1,2 Banu Manta,balancing,0,1,6
pt_cause_slip,1,2 Banu Manta,balancing,1,1,5
pt_cause_slip,1,2 Banu Manta,balancing,3+,1,4
pt_cause_slip,1,2 Banu Manta,breakdown,0,18,35
pt_cause_slip,1,2 Banu Manta,breakdown,1,2,9
pt_cause_slip,1,2 Banu Manta,breakdown,2,1,3
pt_cause_slip,1,2 Banu Manta,breakdown,3+,0,1
pt_cause_slip,1,2 Banu Manta,missing_params,0,8,17
pt_cause_slip,1,2 Banu Manta,missing_params,1,2,6
pt_cause_slip,1,2 Banu Manta,missing_params,2,4,7
pt_cause_slip,1,2 Banu Manta,missing_params,3+,0,1
pt_cause_slip,1,2 Banu Manta,other,0,2,2
pt_cause_slip,1,2 Banu Manta,planned_works,0,10,19
pt_cause_slip,1,2 Banu Manta,planned_works,1,0,2
pt_cause_slip,1,2 Banu Manta,planned_works,2,0,2
pt_cause_slip,1,2 Banu Manta,planned_works,3+,1,1
pt_cause_slip,1,2 Banu Manta - Partial,breakdown,0,4,10
pt_cause_slip,1,2 Banu Manta - Partial,breakdown,1,0,1
pt_cause_slip,1,2 Bucurestii Noi,balancing,0,1,7
pt_cause_slip,1,2 Bucurestii Noi,balancing,1,0,4
pt_cause_slip,1,2 Bucurestii Noi,balancing,2,0,1
pt_cause_slip,1,2 Bucurestii Noi,balancing,3+,1,9
pt_cause_slip,1,2 Bucurestii Noi,breakdown,0,36,60
pt_cause_slip,1,2 Bucurestii Noi,breakdown,1,6,15
pt_cause_slip,1,2 Bucurestii Noi,breakdown,2,0,5
pt_cause_slip,1,2 Bucurestii Noi,breakdown,3+,1,4
pt_cause_slip,1,2 Bucurestii Noi,missing_params,0,12,45
pt_cause_slip,1,2 Bucurestii Noi,missing_params,1,5,18
pt_cause_slip,1,2 Bucurestii Noi,missing_params,2,0,13
pt_cause_slip,1,2 Bucurestii Noi,missing_params,3+,7,17
pt_cause_slip,1,2 Bucurestii Noi,other,0,1,3
pt_cause_slip,1,2 Bucurestii Noi,other,1,2,2
pt_cause_slip,1,2 Bucurestii Noi,planned_works,0,3,14
pt_cause_slip,1,2 Bucurestii Noi,planned_works,1,1,5
pt_cause_slip,1,2 Bucurestii Noi,planned_works,2,0,1
pt_cause_slip,1,2 Bucurestii Noi - Partial,breakdown,0,7,13
pt_cause_slip,1,2 Bucurestii Noi - Partial,breakdown,1,3,3
pt_cause_slip,1,2 Bucurestii Noi - Partial,breakdown,2,1,1
pt_cause_slip,1,2 Dorobanti,balancing,0,11,18
pt_cause_slip,1,2 Dorobanti,balancing,1,1,6
pt_cause_slip,1,2 Dorobanti,balancing,2,5,7
pt_cause_slip,1,2 Dorobanti,balancing,3+,1,11
pt_cause_slip,1,2 Dorobanti,breakdown,0,18,49
pt_cause_slip,1,2 Dorobanti,breakdown,1,8,24
pt_cause_slip,1,2 Dorobanti,breakdown,2,3,9
pt_cause_slip,1,2 Dorobanti,breakdown,3+,5,7
pt_cause_slip,1,2 Dorobanti,missing_params,0,23,70
pt_cause_slip,1,2 Dorobanti,missing_params,1,9,41
pt_cause_slip,1,2 Dorobanti,missing_params,2,8,25
pt_cause_slip,1,2 Dorobanti,missing_params,3+,9,69
pt_cause_slip,1,2 Dorobanti,other,0,5,5
pt_cause_slip,1,2 Dorobanti,other,1,2,2
pt_cause_slip,1,2 Dorobanti,planned_works,0,14,22
pt_cause_slip,1,2 Dorobanti,planned_works,1,2,4
pt_cause_slip,1,2 Dorobanti,planned_works,2,2,3
pt_cause_slip,1,2 Dorobanti - Partial,breakdown,0,1,6
pt_cause_slip,1,2 Dorobanti - Partial,breakdown,1,0,1
pt_cause_slip,1,2 Dorobanti - Partial,breakdown,2,0,1
pt_cause_slip,1,2 Dorobanti - Partial,missing_params,0,0,2
pt_cause_slip,1,2 Dorobanti - Partial,missing_params,1,0,2
pt_cause_slip,1,2 Ilie Pintilie,balancing,0,2,14
pt_cause_slip,1,2 Ilie Pintilie,balancing,1,4,11
pt_cause_slip,1,2 Ilie Pintilie,balancing,2,4,9
pt_cause_slip,1,2 Ilie Pintilie,balancing,3+,1,5
